"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)","Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute Linear acceleration (m/s^2)","Time (s)","Attitude x (m/s^2)","Attitude y (m/s^2)","Attitude z (m/s^2)","Absolute Attitude (m/s^2)","Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.718910000E0,-7.683163955E0,-5.131511320E0,3.168270371E0,9.767361667E0,5.720154000E0,2.871733851E-2,3.726138175E-2,-1.337934662E-3,4.706257717E-2,5.718910000E0,-7.683163955E0,-5.131511320E0,3.168270371E0,9.767361667E0,5.720154000E0,3.776419629E-3,-1.247665685E-3,-3.293792089E-3,5.164017932E-3
6.226309417E0,-7.685870092E0,-5.129060534E0,3.158446682E0,9.765021581E0,6.227553417E0,3.294340789E-2,3.282654384E-2,-5.556735151E-3,4.683724383E-2,6.226309417E0,-7.685870092E0,-5.129060534E0,3.158446682E0,9.765021581E0,6.227553417E0,-8.253377734E-3,5.310049427E-4,1.739140514E-3,8.451320607E-3
6.733710417E0,-7.683011331E0,-5.121740462E0,3.159441672E0,9.759249979E0,6.734954417E0,3.563007737E-2,3.780517280E-2,-8.782036375E-3,5.268640875E-2,6.733710417E0,-7.683011331E0,-5.121740462E0,3.159441672E0,9.759249979E0,6.734954417E0,3.716033126E-3,-3.570849971E-3,1.473146308E-3,5.360040275E-3
7.241110292E0,-7.691399770E0,-5.113272777E0,3.167348758E0,9.763979059E0,7.242354292E0,2.904339531E-2,3.405542219E-2,-1.632923252E-2,4.764382884E-2,7.241110292E0,-7.691399770E0,-5.113272777E0,3.167348758E0,9.763979059E0,7.242354292E0,-2.100749754E-3,1.537869310E-3,1.900001970E-3,3.223072917E-3
7.748510292E0,-7.705890225E0,-5.100478794E0,3.131893077E0,9.757273304E0,7.749754292E0,4.282919221E-2,3.422567936E-2,-3.012892516E-3,5.490732514E-2,7.748510292E0,-7.705890225E0,-5.100478794E0,3.131893077E0,9.757273304E0,7.749754292E0,4.253209906E-3,1.302947000E-2,7.424054736E-3,1.558760635E-2
8.255911917E0,-7.757456521E0,-5.012432475E0,3.183388932E0,9.769164555E0,8.257155917E0,3.003583978E-2,2.242212296E-2,-1.609387063E-2,4.079112576E-2,8.255911917E0,-7.757456521E0,-5.012432475E0,3.183388932E0,9.769164555E0,8.257155917E0,6.988356014E-2,1.647443601E-2,1.248066868E-2,7.287582665E-2
8.763311917E0,-7.845056709E0,-4.780981427E0,3.243461070E0,9.742830076E0,8.764555917E0,1.689735258E-2,8.447749336E-2,-3.512460277E-2,9.303604209E-2,8.763311917E0,-7.845056709E0,-4.780981427E0,3.243461070E0,9.742830076E0,8.764555917E0,3.087735649E-2,2.753889667E-2,1.309797964E-2,4.339768478E-2
9.270712417E0,-7.846985052E0,-4.816246329E0,3.280507561E0,9.774105226E0,9.271956417E0,3.488464909E-2,1.040387055E-2,-7.849801025E-3,3.723974545E-2,9.270712417E0,-7.846985052E0,-4.816246329E0,3.280507561E0,9.774105226E0,9.271956417E0,1.286013776E-2,-1.243043923E-2,4.401747204E-3,1.841940122E-2
9.778112417E0,-7.875023804E0,-4.760870307E0,3.257273524E0,9.761747631E0,9.779356417E0,3.658586783E-2,3.846993243E-2,3.223650245E-4,5.309016241E-2,9.778112417E0,-7.875023804E0,-4.760870307E0,3.257273524E0,9.761747631E0,9.779356417E0,1.162426209E-2,1.801629745E-2,7.807096690E-3,2.281800171E-2
1.028551392E1,-7.938089716E0,-4.741986048E0,3.144933606E0,9.766796169E0,1.028675792E1,1.747328039E-2,3.006337902E-2,-4.423948330E-2,5.626947813E-2,1.028551392E1,-7.938089716E0,-4.741986048E0,3.144933606E0,9.766796169E0,1.028675792E1,-2.214691949E-3,4.252092328E-3,-9.972733598E-4,4.896907570E-3
1.079291392E1,-7.923599261E0,-4.751319580E0,3.152054093E0,9.761859864E0,1.079415792E1,3.874795034E-2,3.177513994E-2,-3.122934822E-3,5.020772745E-2,1.079291392E1,-7.923599261E0,-4.751319580E0,3.152054093E0,9.761859864E0,1.079415792E1,8.858164435E-3,4.597185349E-3,1.022609569E-3,1.003229389E-2
1.130031437E1,-7.933305547E0,-4.725549640E0,3.174064205E0,9.764365821E0,1.130155838E1,3.403164352E-2,3.535659392E-2,-2.560295094E-3,4.914058002E-2,1.130031437E1,-7.933305547E0,-4.725549640E0,3.174064205E0,9.764365821E0,1.130155838E1,-1.424616230E-2,8.890157775E-3,4.869732663E-3,1.748434562E-2
1.180771537E1,-7.954658203E0,-4.724874573E0,3.108347922E0,9.760269139E0,1.180895937E1,3.822659654E-2,3.355474575E-2,-7.244035216E-3,5.137771591E-2,1.180771537E1,-7.954658203E0,-4.724874573E0,3.108347922E0,9.760269139E0,1.180895937E1,-1.057226118E-2,1.036454161E-2,-1.910170900E-3,1.492799993E-2
1.231511612E1,-7.963043707E0,-4.727475047E0,3.092081748E0,9.763199011E0,1.231636012E1,2.504727055E-2,3.734397080E-2,-2.606435359E-2,5.197392082E-2,1.231511612E1,-7.963043707E0,-4.727475047E0,3.092081748E0,9.763199011E0,1.231636012E1,1.025677534E-2,-2.222433088E-3,-2.955169280E-3,1.090292046E-2
1.282251612E1,-7.952019573E0,-4.734868496E0,3.112583232E0,9.764311002E0,1.282376012E1,3.515277259E-2,3.105670631E-2,-6.244482363E-3,4.732050283E-2,1.282251612E1,-7.952019573E0,-4.734868496E0,3.112583232E0,9.764311002E0,1.282376012E1,-2.296783327E-3,2.016621519E-3,2.299874876E-3,3.825101364E-3
1.332991750E1,-7.956263688E0,-4.728907363E0,3.103830845E0,9.762093148E0,1.333116150E1,3.377727817E-2,3.345788835E-2,-1.309432352E-2,4.931324489E-2,1.332991750E1,-7.956263688E0,-4.728907363E0,3.103830845E0,9.762093148E0,1.333116150E1,1.925805305E-3,8.085887039E-4,-1.287242666E-3,2.453474158E-3
1.383731850E1,-7.954978126E0,-4.730774069E0,3.101579644E0,9.761234377E0,1.383856250E1,3.588305543E-2,3.182216416E-2,-1.288840981E-2,4.966240939E-2,1.383731850E1,-7.954978126E0,-4.730774069E0,3.101579644E0,9.761234377E0,1.383856250E1,1.225620595E-3,-9.335278643E-4,-3.630344062E-4,1.582849992E-3
1.434471987E1,-7.951682039E0,-4.725030132E0,3.116718750E0,9.760588751E0,1.434596388E1,3.527902659E-2,3.426463213E-2,-1.276314755E-2,5.080917897E-2,1.434471987E1,-7.951682039E0,-4.725030132E0,3.116718750E0,9.760588751E0,1.434596388E1,2.057329998E-3,-2.380202798E-3,1.506801071E-4,3.149710554E-3
1.485212087E1,-7.952084144E0,-4.726139589E0,3.115641578E0,9.761109573E0,1.485336488E1,3.661983900E-2,2.982288075E-2,-1.445744707E-2,4.939063272E-2,1.485212087E1,-7.952084144E0,-4.726139589E0,3.115641578E0,9.761109573E0,1.485336488E1,-1.045486584E-3,1.612556021E-3,1.037927766E-3,2.184187072E-3
1.535952162E1,-7.952923575E0,-4.721936565E0,3.123636717E0,9.762314513E0,1.536076562E1,3.416281605E-2,3.286537049E-2,-1.234716401E-2,4.898655977E-2,1.535952162E1,-7.952923575E0,-4.721936565E0,3.123636717E0,9.762314513E0,1.536076562E1,2.247069483E-3,-2.900853201E-3,-8.164707288E-4,3.759108272E-3
1.586692262E1,-7.948447589E0,-4.722828827E0,3.137243715E0,9.763464002E0,1.586816662E1,3.443661479E-2,3.000780754E-2,-1.238784802E-2,4.732660700E-2,1.586692262E1,-7.948447589E0,-4.722828827E0,3.137243715E0,9.763464002E0,1.586816662E1,1.851918500E-3,-3.144821125E-3,1.384195525E-5,3.649615546E-3
1.637432450E1,-7.942439494E0,-4.712796748E0,3.154135060E0,9.759168319E0,1.637556850E1,3.663910042E-2,3.731258501E-2,-9.227496754E-3,5.310178317E-2,1.637432450E1,-7.942439494E0,-4.712796748E0,3.154135060E0,9.759168319E0,1.637556850E1,-7.480439529E-4,5.566068039E-4,1.386122255E-4,9.426527668E-4
1.688172550E1,-7.949269409E0,-4.722664463E0,3.130909828E0,9.762020289E0,1.688296950E1,3.630887032E-2,3.183384713E-2,-9.359122164E-3,4.918659425E-2,1.688172550E1,-7.949269409E0,-4.722664463E0,3.130909828E0,9.762020289E0,1.688296950E1,-4.344365569E-3,5.938501056E-3,3.273300484E-4,7.365219070E-3
1.738912767E1,-7.956290104E0,-4.724657377E0,3.112445284E0,9.762799557E0,1.739037167E1,3.424051523E-2,2.991202786E-2,-1.510350134E-2,4.790885144E-2,1.738912767E1,-7.956290104E0,-4.724657377E0,3.112445284E0,9.762799557E0,1.739037167E1,2.391901817E-3,-1.990305534E-3,5.069459816E-4,3.152697995E-3
1.789652867E1,-7.950402347E0,-4.717369591E0,3.129043121E0,9.759784024E0,1.789777267E1,3.721264348E-2,3.128251775E-2,-1.490387052E-2,5.084783288E-2,1.789652867E1,-7.950402347E0,-4.717369591E0,3.129043121E0,9.759784024E0,1.789777267E1,1.553299220E-3,-2.076075335E-3,5.169210421E-5,2.593356770E-3
1.840392950E1,-7.951397337E0,-4.712852514E0,3.134622695E0,9.760202758E0,1.840517350E1,3.452786575E-2,3.392564267E-2,-1.643997420E-2,5.112138003E-2,1.840392950E1,-7.951397337E0,-4.712852514E0,3.134622695E0,9.760202758E0,1.840517350E1,1.006912020E-3,-1.164248163E-3,-3.171614246E-4,1.571603312E-3
1.891133050E1,-7.947232469E0,-4.716767901E0,3.145353322E0,9.762154007E0,1.891257450E1,3.568500680E-2,2.876609971E-2,-1.518813119E-2,4.828651501E-2,1.891133050E1,-7.947232469E0,-4.716767901E0,3.145353322E0,9.762154007E0,1.891257450E1,8.958101400E-4,-1.022840649E-3,3.259503693E-5,1.360051924E-3
1.941873250E1,-7.943076405E0,-4.718616997E0,3.151954301E0,9.761794152E0,1.941997650E1,3.683117572E-2,2.732371199E-2,-1.556706516E-2,4.842989015E-2,1.941873250E1,-7.943076405E0,-4.718616997E0,3.151954301E0,9.761794152E0,1.941997650E1,7.222979512E-4,-5.737448422E-4,-3.106963179E-4,9.733599931E-4
1.992613350E1,-7.952087079E0,-4.717498734E0,3.135720412E0,9.763361395E0,1.992737750E1,3.340195572E-2,2.986115708E-2,-1.556071921E-2,4.742905576E-2,1.992613350E1,-7.952087079E0,-4.717498734E0,3.135720412E0,9.763361395E0,1.992737750E1,-2.933829594E-3,3.954146400E-3,3.054876111E-4,4.933148337E-3
2.043353575E1,-7.955415452E0,-4.713237008E0,3.127232181E0,9.761291883E0,2.043477975E1,3.404576856E-2,3.154130864E-2,-1.786491773E-2,4.973051169E-2,2.043353575E1,-7.955415452E0,-4.713237008E0,3.127232181E0,9.761291883E0,2.043477975E1,1.069179193E-3,-7.100797067E-5,2.780517974E-3,2.979843365E-3
2.094093675E1,-7.960642817E0,-4.701910562E0,3.119536420E0,9.757628014E0,2.094218075E1,3.743045800E-2,3.276439711E-2,-1.886840312E-2,5.320302191E-2,2.094093675E1,-7.960642817E0,-4.701910562E0,3.119536420E0,9.757628014E0,2.094218075E1,-6.915401681E-3,4.457447561E-3,1.492757733E-3,8.361814685E-3
2.144833825E1,-7.990378041E0,-4.713251684E0,3.050221737E0,9.765486947E0,2.144958225E1,2.915734722E-2,3.103179832E-2,-1.810727335E-2,4.627090611E-2,2.144833825E1,-7.990378041E0,-4.713251684E0,3.050221737E0,9.765486947E0,2.144958225E1,-8.514552815E-3,9.173220348E-3,2.651332730E-3,1.279355879E-2
2.195574025E1,-7.990404457E0,-4.704420049E0,3.057201341E0,9.763432358E0,2.195698425E1,3.361260453E-2,2.519710259E-2,-2.203824178E-2,4.743822575E-2,2.195574025E1,-7.990404457E0,-4.704420049E0,3.057201341E0,9.763432358E0,2.195698425E1,1.078332845E-2,-7.703012741E-3,2.228419581E-3,1.343809628E-2
2.246314100E1,-7.992235942E0,-4.681071544E0,3.076942641E0,9.759909947E0,2.246438500E1,2.733407073E-2,3.844947291E-2,-2.928889811E-2,5.552794740E-2,2.246314100E1,-7.992235942E0,-4.681071544E0,3.076942641E0,9.759909947E0,2.246438500E1,-3.671892371E-4,6.121706546E-4,-8.615266929E-4,1.118842745E-3
2.297054354E1,-7.985077299E0,-4.688802526E0,3.088929479E0,9.761547722E0,2.297178754E1,3.135545317E-2,3.181460864E-2,-2.373052345E-2,5.058133559E-2,2.297054354E1,-7.985077299E0,-4.688802526E0,3.088929479E0,9.761547722E0,2.297178754E1,1.153629040E-3,-2.741691798E-3,-8.008831407E-4,3.080446020E-3
2.347794554E1,-7.982638254E0,-4.689002111E0,3.100179614E0,9.763215040E0,2.347918954E1,2.963046723E-2,3.052321667E-2,-2.483523446E-2,4.925870699E-2,2.347794554E1,-7.982638254E0,-4.689002111E0,3.100179614E0,9.763215040E0,2.347918954E1,1.634623988E-3,-1.680208836E-3,-2.582955240E-4,2.358349824E-3
2.398534800E1,-7.978244449E0,-4.686838962E0,3.104743652E0,9.760034687E0,2.398659200E1,3.177373546E-2,3.179792688E-2,-2.737637706E-2,5.263216165E-2,2.398534800E1,-7.978244449E0,-4.686838962E0,3.104743652E0,9.760034687E0,2.398659200E1,6.558946425E-4,-1.054589824E-3,1.100256112E-4,1.246781101E-3
2.449275000E1,-7.980833184E0,-4.684578956E0,3.109971017E0,9.762730050E0,2.449399400E1,2.702474156E-2,3.395562971E-2,-2.782184890E-2,5.154974997E-2,2.449275000E1,-7.980833184E0,-4.684578956E0,3.109971017E0,9.762730050E0,2.449399400E1,2.810646752E-4,-8.089204739E-4,-7.023212463E-4,1.107521927E-3
2.500015038E1,-7.978869620E0,-4.686454468E0,3.110484655E0,9.762188826E0,2.500139437E1,2.848960666E-2,3.287027757E-2,-2.739282378E-2,5.140505452E-2,2.500015038E1,-7.978869620E0,-4.686454468E0,3.110484655E0,9.762188826E0,2.500139437E1,2.254427675E-4,-4.868397316E-4,-2.708713497E-4,6.010063675E-4
2.550755337E1,-7.976336652E0,-4.688192031E0,3.111059929E0,9.761136450E0,2.550879737E1,3.099207738E-2,3.064888595E-2,-2.762286586E-2,5.160315677E-2,2.550755337E1,-7.976336652E0,-4.688192031E0,3.111059929E0,9.761136450E0,2.550879737E1,-9.428896329E-4,1.491665311E-4,4.542731605E-4,1.057192328E-3
2.601495525E1,-7.967463926E0,-4.689621411E0,3.120889489E0,9.757713954E0,2.601619925E1,3.556234139E-2,3.285884684E-2,-2.327616613E-2,5.372302905E-2,2.601495525E1,-7.967463926E0,-4.689621411E0,3.120889489E0,9.757713954E0,2.601619925E1,2.382544997E-3,-2.705340753E-3,-3.356951878E-3,4.925902472E-3
2.652235725E1,-7.982561942E0,-4.708038994E0,3.080206442E0,9.765991913E0,2.652360125E1,2.000386361E-2,3.328176104E-2,-3.655888465E-2,5.333275001E-2,2.652235725E1,-7.982561942E0,-4.708038994E0,3.080206442E0,9.765991913E0,2.652360125E1,-1.390259794E-2,7.789277914E-3,1.897131807E-4,1.593709732E-2
2.702975962E1,-7.970128973E0,-4.715684859E0,3.097673062E0,9.765050841E0,2.703100363E1,2.855187378E-2,3.136804188E-2,-2.039766785E-2,4.706621295E-2,2.702975962E1,-7.970128973E0,-4.715684859E0,3.097673062E0,9.765050841E0,2.703100363E1,2.599355112E-3,-1.399217760E-2,7.307485874E-4,1.425032190E-2
2.753716162E1,-7.966342729E0,-4.710774482E0,3.095700693E0,9.758963852E0,2.753840562E1,2.925740340E-2,3.486335835E-2,-3.241625274E-2,5.587721227E-2,2.753716162E1,-7.966342729E0,-4.710774482E0,3.095700693E0,9.758963852E0,2.753840562E1,-6.435599315E-3,5.442717498E-3,-8.489735717E-5,8.428957223E-3
2.804456400E1,-7.971482041E0,-4.704974778E0,3.081841278E0,9.755975567E0,2.804580800E1,2.945139338E-2,4.535415178E-2,-2.548339258E-2,5.978115885E-2,2.804456400E1,-7.971482041E0,-4.704974778E0,3.081841278E0,9.755975567E0,2.804580800E1,-1.694623700E-3,6.155506329E-3,-1.163921648E-3,6.489739691E-3
2.855196600E1,-7.972292121E0,-4.736958268E0,3.065331493E0,9.766907006E0,2.855321000E1,2.845061376E-2,2.445937888E-2,-2.541426932E-2,4.531648401E-2,2.855196600E1,-7.972292121E0,-4.736958268E0,3.065331493E0,9.766907006E0,2.855321000E1,4.274159222E-3,-9.070948848E-3,1.861182322E-4,1.002921682E-2
2.905936825E1,-7.975517767E0,-4.678776317E0,3.097033216E0,9.751484308E0,2.906061225E1,3.463732334E-2,4.258706589E-2,-3.058671055E-2,6.284066527E-2,2.905936825E1,-7.975517767E0,-4.678776317E0,3.097033216E0,9.751484308E0,2.906061225E1,1.081327102E-2,6.771926713E-3,3.965844836E-3,1.336090366E-2
2.956677025E1,-7.988743205E0,-4.685198257E0,3.110235174E0,9.769578473E0,2.956801425E1,1.642140069E-2,3.671733846E-2,-2.932100047E-2,4.977495769E-2,2.956677025E1,-7.988743205E0,-4.685198257E0,3.110235174E0,9.769578473E0,2.956801425E1,1.185244598E-3,-6.314518633E-3,-2.342600200E-3,6.838547069E-3
3.007417367E1,-7.969820790E0,-4.687229327E0,3.129360109E0,9.761201611E0,3.007541767E1,2.661798172E-2,3.626330216E-2,-3.001996058E-2,5.408088449E-2,3.007417367E1,-7.969820790E0,-4.687229327E0,3.129360109E0,9.761201611E0,3.007541767E1,1.245710853E-3,-9.465800580E-4,-9.476418354E-4,1.829162208E-3
3.058157567E1,-7.969964609E0,-4.687948420E0,3.130909828E0,9.762161267E0,3.058281967E1,2.669314711E-2,3.521851364E-2,-2.840332010E-2,5.253205115E-2,3.058157567E1,-7.969964609E0,-4.687948420E0,3.130909828E0,9.762161267E0,3.058281967E1,5.339015020E-4,5.093991720E-4,6.408828343E-4,9.773787073E-4
3.108897862E1,-7.972538668E0,-4.686425117E0,3.124840097E0,9.761586900E0,3.109022263E1,2.702952252E-2,3.725725430E-2,-2.631730872E-2,5.302168258E-2,3.108897862E1,-7.972538668E0,-4.686425117E0,3.124840097E0,9.761586900E0,3.109022263E1,-2.204656911E-3,3.134979414E-3,-8.651138712E-6,3.832581750E-3
3.159638062E1,-7.977416759E0,-4.689002111E0,3.110346707E0,9.762180882E0,3.159762462E1,2.703397099E-2,3.440622074E-2,-2.880609581E-2,5.238716225E-2,3.159638062E1,-7.977416759E0,-4.689002111E0,3.110346707E0,9.762180882E0,3.159762462E1,2.946523931E-4,-9.848858691E-4,1.888827492E-4,1.045225765E-3
3.210378275E1,-7.975124467E0,-4.684018357E0,3.120402267E0,9.761124348E0,3.210502675E1,2.749502967E-2,3.622074934E-2,-2.817259012E-2,5.349405736E-2,3.210378275E1,-7.975124467E0,-4.684018357E0,3.120402267E0,9.761124348E0,3.210502675E1,6.139192356E-4,-1.231160777E-3,8.189009112E-4,1.601016049E-3
3.261118475E1,-7.976521562E0,-4.680813258E0,3.122917624E0,9.761532844E0,3.261242875E1,2.509907000E-2,3.762463142E-2,-3.089070271E-2,5.477053695E-2,3.261118475E1,-7.976521562E0,-4.680813258E0,3.122917624E0,9.761532844E0,3.261242875E1,8.201473347E-4,-1.940713200E-3,-3.209913825E-4,2.131207368E-3
3.311858892E1,-7.973536592E0,-4.680546166E0,3.132350949E0,9.761988561E0,3.311983292E1,2.655159863E-2,3.813642330E-2,-2.497807850E-2,5.275678703E-2,3.311858892E1,-7.973536592E0,-4.680546166E0,3.132350949E0,9.761988561E0,3.311983292E1,-5.341287766E-4,-3.083600234E-4,-7.254761009E-4,9.522053492E-4
3.362599192E1,-7.975127402E0,-4.684253163E0,3.126022931E0,9.763037649E0,3.362723592E1,2.521437480E-2,3.579116816E-2,-2.862685572E-2,5.230936133E-2,3.362599192E1,-7.975127402E0,-4.684253163E0,3.126022931E0,9.763037649E0,3.362723592E1,-1.016904385E-3,7.804751570E-4,4.563469008E-4,1.360694122E-3
3.413339375E1,-7.978901906E0,-4.683146641E0,3.122051778E0,9.764320016E0,3.413463775E1,2.386938909E-2,3.672379906E-2,-2.668785022E-2,5.128963347E-2,3.413339375E1,-7.978901906E0,-4.683146641E0,3.122051778E0,9.764320016E0,3.413463775E1,-1.313916608E-3,1.669531371E-3,8.315959484E-5,2.126176702E-3
3.464079675E1,-7.980357702E0,-4.686140415E0,3.112636064E0,9.763939999E0,3.464204075E1,2.382285213E-2,3.582580431E-2,-2.937388911E-2,5.209454770E-2,3.464079675E1,-7.980357702E0,-4.686140415E0,3.112636064E0,9.763939999E0,3.464204075E1,5.047776024E-4,-1.226404234E-3,1.305873522E-4,1.332636796E-3
3.514819875E1,-7.977419694E0,-4.679838813E0,3.125074903E0,9.762489920E0,3.514944275E1,2.421061425E-2,3.749007094E-2,-3.036216028E-2,5.397703250E-2,3.514819875E1,-7.977419694E0,-4.679838813E0,3.125074903E0,9.762489920E0,3.514944275E1,1.902059702E-3,-3.604070329E-3,-3.722836161E-4,4.092157028E-3
3.565560175E1,-7.972042640E0,-4.677170832E0,3.139867670E0,9.761565440E0,3.565684575E1,2.601958226E-2,3.860206804E-2,-2.692561406E-2,5.377849951E-2,3.565560175E1,-7.972042640E0,-4.677170832E0,3.139867670E0,9.761565440E0,3.565684575E1,2.094473991E-3,-9.325310615E-4,-9.315435320E-4,2.474713889E-3
3.616300554E1,-7.970645546E0,-4.677132676E0,3.145799453E0,9.762316051E0,3.616424954E1,2.615230259E-2,3.690730417E-2,-2.676248820E-2,5.255780443E-2,3.616300554E1,-7.970645546E0,-4.677132676E0,3.145799453E0,9.762316051E0,3.616424954E1,-1.612002418E-3,5.071534930E-4,1.241577963E-3,2.096967405E-3
3.667040854E1,-7.969588919E0,-4.676005608E0,3.149415463E0,9.762079376E0,3.667165254E1,2.384004982E-2,3.880492629E-2,-3.047956319E-2,5.480122309E-2,3.667040854E1,-7.969588919E0,-4.676005608E0,3.149415463E0,9.762079376E0,3.667165254E1,2.324089312E-3,-1.093673739E-3,-1.453072073E-3,2.951089939E-3
3.717781067E1,-7.971892952E0,-4.675626984E0,3.149603307E0,9.763839712E0,3.717905467E1,2.259051130E-2,4.002032166E-2,-2.640055702E-2,5.299949771E-2,3.717781067E1,-7.971892952E0,-4.675626984E0,3.149603307E0,9.763839712E0,3.717905467E1,-1.350015420E-3,5.343073212E-4,-1.237312110E-4,1.457166895E-3
3.768521367E1,-7.973477891E0,-4.680035463E0,3.134211785E0,9.762293026E0,3.768645767E1,2.237000248E-2,4.174214896E-2,-2.921677672E-2,5.564570112E-2,3.768521367E1,-7.973477891E0,-4.680035463E0,3.134211785E0,9.762293026E0,3.768645767E1,-3.234598361E-3,1.922353429E-3,-6.164429828E-4,3.812882271E-3
3.819261863E1,-7.970657286E0,-4.685406647E0,3.132145493E0,9.761902909E0,3.819386262E1,2.632183745E-2,3.768762657E-2,-2.645809477E-2,5.303986333E-2,3.819261863E1,-7.970657286E0,-4.685406647E0,3.132145493E0,9.761902909E0,3.819386262E1,2.503461958E-3,-2.535869767E-3,8.881481310E-4,3.672433029E-3
3.870002162E1,-7.970158323E0,-4.674664280E0,3.146650624E0,9.761010192E0,3.870126563E1,2.349662335E-2,4.378959165E-2,-2.726972270E-2,5.668560154E-2,3.870002162E1,-7.970158323E0,-4.674664280E0,3.146650624E0,9.761010192E0,3.870126563E1,1.805829907E-5,-1.396822636E-3,-3.178684947E-4,1.432647883E-3
3.920742337E1,-7.970266921E0,-4.671955207E0,3.155221037E0,9.762568312E0,3.920866737E1,2.353127097E-2,4.287815978E-2,-2.371284995E-2,5.435583273E-2,3.920742337E1,-7.970266921E0,-4.671955207E0,3.155221037E0,9.762568312E0,3.920866737E1,3.210691206E-5,-7.128215660E-4,5.737104791E-4,9.155813195E-4
