"t (s)","Inclination (deg)","Rotation (deg)"
3.856499179E1,9.567333879E0,-5.215471976E1
3.907492679E1,9.589081877E0,-5.233441432E1
3.958486142E1,9.590775936E0,-5.198253891E1
4.009479642E1,9.576414618E0,-5.266319733E1
4.060473192E1,9.544342715E0,-5.186138545E1
4.111466692E1,9.499151942E0,-5.188422038E1
4.162460133E1,9.518998990E0,-5.235553551E1
4.213453633E1,9.595932381E0,-5.226140743E1
4.264447133E1,9.565646058E0,-5.254543331E1
4.315440633E1,9.596154915E0,-5.240499996E1
4.366434254E1,9.547280010E0,-5.223313770E1
4.417427754E1,9.523884128E0,-5.216317782E1
4.468421267E1,9.488957542E0,-5.183702353E1
4.519414767E1,9.488862009E0,-5.219560358E1
4.570408317E1,9.479281696E0,-5.184389552E1
4.621401817E1,9.472962805E0,-5.248799222E1
4.723388946E1,9.494181275E0,-5.205623306E1
4.774382546E1,9.470777723E0,-5.236975498E1
4.825376029E1,9.511941947E0,-5.208546506E1
4.876369629E1,9.457115227E0,-5.218136474E1
4.927363154E1,9.452904973E0,-5.195831634E1
4.978356754E1,9.447330425E0,-5.200950611E1
5.029350383E1,9.423877655E0,-5.194116830E1
5.080343983E1,9.442764434E0,-5.196849165E1
5.131337396E1,9.475924909E0,-5.208009356E1
5.182330996E1,9.478239435E0,-5.221519667E1
5.233324629E1,9.408176384E0,-5.167636985E1
5.284318229E1,9.591385734E0,-5.272483302E1
5.335311829E1,9.449889519E0,-5.196284506E1
5.386305429E1,9.442355879E0,-5.173596639E1
5.437299042E1,9.409127079E0,-5.178569296E1
5.488292642E1,9.372390285E0,-5.178762218E1
5.539286292E1,9.393035071E0,-5.182027319E1
5.590279892E1,9.367264796E0,-5.206633984E1
5.641273417E1,9.384246555E0,-5.191651003E1
5.692267017E1,9.359974169E0,-5.197225605E1
5.743260721E1,9.390292128E0,-5.157722511E1
5.794254321E1,9.421362885E0,-5.211405839E1
5.845248008E1,9.383273926E0,-5.167781835E1
5.896241608E1,9.367533464E0,-5.174419109E1
5.947235279E1,9.370645118E0,-5.186842883E1
5.998228879E1,9.448601366E0,-5.195529673E1
6.049222421E1,9.456276554E0,-5.201830639E1
6.100216121E1,9.438103395E0,-5.214475993E1
6.151209704E1,9.612697624E0,-5.255935628E1
6.202203404E1,9.557280895E0,-5.184543122E1
6.253197096E1,9.547662503E0,-5.188317599E1
6.304190796E1,9.538811669E0,-5.179033460E1
6.355184379E1,9.549972730E0,-5.166053747E1
6.406178079E1,9.553111047E0,-5.186777941E1
6.457171679E1,9.571455467E0,-5.218708043E1
6.508165379E1,9.577272551E0,-5.200061676E1
6.559159029E1,9.572835049E0,-5.184293460E1
6.610152729E1,9.591619976E0,-5.175638511E1
6.661146392E1,9.609910961E0,-5.147927093E1
6.712140092E1,9.644951913E0,-5.212869126E1
6.763133746E1,9.610057244E0,-5.258484793E1
6.814127446E1,9.607830007E0,-5.240686702E1
6.865121154E1,9.634832970E0,-5.237730493E1
6.916114754E1,9.627728321E0,-5.228888584E1
6.967108429E1,9.660860531E0,-5.242208971E1
7.018102129E1,9.674580122E0,-5.326365052E1
7.069095854E1,9.635710362E0,-5.275063085E1
7.120089554E1,9.700753853E0,-5.239370437E1
7.171083271E1,9.721559602E0,-5.314740017E1
7.222076971E1,9.724668045E0,-5.287489348E1
7.273070792E1,9.699213892E0,-5.277892186E1
7.324064492E1,9.706998284E0,-5.282411118E1
7.375058108E1,9.871212118E0,-5.267185833E1
7.426051892E1,9.800269468E0,-5.275146408E1
7.477045592E1,9.783724488E0,-5.243713756E1
7.528039342E1,9.816944805E0,-5.255767737E1
7.579033042E1,9.788628720E0,-5.280350984E1
7.681020546E1,9.714665521E0,-5.229530239E1
7.732014271E1,9.672671455E0,-5.232691675E1
7.783007971E1,9.707770922E0,-5.205508669E1
7.834001767E1,9.680309076E0,-5.216858049E1
7.884995567E1,9.709107554E0,-5.243498797E1
7.935989267E1,9.676708409E0,-5.196040620E1
7.986983067E1,9.711389846E0,-5.257232232E1
8.037976867E1,9.696886114E0,-5.199128157E1
8.088970667E1,9.638845634E0,-5.205598133E1
8.139964454E1,9.669671401E0,-5.186523265E1
8.190958354E1,9.615047742E0,-5.185329358E1
8.241952146E1,9.658411391E0,-5.200889332E1
8.292946046E1,9.715528526E0,-5.231721620E1
8.343939983E1,9.685685631E0,-5.215965618E1
8.394933883E1,9.677461887E0,-5.172465657E1
8.445927767E1,9.690336824E0,-5.213677346E1
8.496921767E1,9.634826610E0,-5.193003043E1
8.547915729E1,9.665427989E0,-5.183044537E1
8.598909729E1,9.665676151E0,-5.244085375E1
8.649903729E1,9.678237427E0,-5.207771245E1
8.700897729E1,9.664288726E0,-5.203848168E1
8.751891783E1,9.638531804E0,-5.061593784E1
8.802885883E1,1.066703861E1,-5.353328277E1
8.853879942E1,1.084070989E1,-5.332233015E1
8.904874042E1,1.049267346E1,-5.154411517E1
8.955868154E1,1.033415517E1,-5.169580168E1
9.006862354E1,1.016070324E1,-5.101957316E1
9.057856421E1,1.001774497E1,-5.170279962E1
9.108850521E1,1.003425557E1,-5.144156573E1
9.159844767E1,9.909391980E0,-5.099389725E1
9.210838867E1,9.767753255E0,-5.050420705E1
9.261833046E1,9.748503868E0,-5.141280343E1
9.312827246E1,9.692897055E0,-5.077621913E1
9.363821483E1,9.710634347E0,-5.102094677E1
9.414815683E1,9.746688235E0,-5.125661028E1
9.465809842E1,9.777590412E0,-5.118548322E1
9.516804042E1,9.737222999E0,-5.087459685E1
9.567798267E1,9.704459796E0,-5.080718978E1
9.618792567E1,9.686769094E0,-5.070100196E1
9.669786733E1,9.730195835E0,-5.098960447E1
9.720780933E1,9.711378025E0,-5.120008414E1
9.771775221E1,9.831609622E0,-5.127089699E1
9.822769421E1,9.745229444E0,-5.094568725E1
9.873763792E1,9.742298744E0,-5.042946846E1
9.924757992E1,9.803645171E0,-5.124974311E1
9.975752229E1,9.877391213E0,-5.090847327E1
1.002674643E2,9.981676308E0,-5.169645476E1
1.007774075E2,9.997516502E0,-5.156189662E1
1.012873503E2,9.941006661E0,-5.127587655E1
1.017972923E2,9.864178985E0,-5.115939848E1
1.023072354E2,9.808273920E0,-5.125910163E1
1.028171784E2,9.764930840E0,-5.083703626E1
1.038370633E2,9.836294503E0,-5.139387926E1
1.043470062E2,9.866154621E0,-5.147053748E1
1.048569492E2,9.764297039E0,-5.106564237E1
1.053668925E2,9.778325482E0,-5.074639219E1
1.058768355E2,9.743439520E0,-5.090468085E1
1.063867788E2,9.771285890E0,-5.117208124E1
1.068967218E2,9.798630773E0,-5.115138934E1
1.074066637E2,9.734804350E0,-5.111846760E1
1.079166067E2,9.832619662E0,-5.134968307E1
1.084265490E2,9.801280954E0,-5.131100622E1
1.089364920E2,9.668780105E0,-5.078697148E1
1.094464359E2,9.699392318E0,-5.078359306E1
1.099563789E2,9.755391057E0,-5.084742501E1
1.104663217E2,9.862909309E0,-5.135778361E1
1.109762647E2,1.003297023E1,-5.209739844E1
1.114862077E2,9.962519405E0,-5.139233518E1
1.119961517E2,9.901157025E0,-5.099130841E1
1.125060948E2,9.798372794E0,-5.110563806E1
1.130160378E2,9.824204895E0,-5.079672895E1
1.135259800E2,9.847985230E0,-5.162435324E1
1.140359230E2,9.766900350E0,-5.083052483E1
1.145458668E2,9.785840199E0,-5.104125897E1
1.150558098E2,9.783093653E0,-5.148936143E1
1.155657529E2,9.763308902E0,-5.112045267E1
1.160756969E2,9.670713033E0,-5.048262830E1
1.165856398E2,9.664757970E0,-5.033943110E1
1.170955828E2,9.768515423E0,-5.100636563E1
1.176055250E2,9.782739413E0,-5.099737587E1
1.181154680E2,9.756368829E0,-5.069024115E1
1.186254127E2,9.739563675E0,-5.079596790E1
1.191353557E2,9.737900423E0,-5.069274393E1
1.196452988E2,9.762861229E0,-5.105057977E1
1.201552418E2,9.753261850E0,-5.066854378E1
1.206651856E2,9.787985618E0,-5.092729073E1
1.211751286E2,9.758019927E0,-5.084251097E1
1.216850723E2,9.735437981E0,-5.100554351E1
1.221950153E2,9.726487029E0,-5.059939779E1
1.227049583E2,9.718158294E0,-5.053737002E1
1.232149023E2,9.708682131E0,-5.053461641E1
1.237248457E2,9.711259974E0,-5.084219015E1
1.242347897E2,9.713666605E0,-5.064948436E1
1.247447322E2,9.710349818E0,-5.099698913E1
1.252546762E2,9.717932947E0,-5.080583485E1
1.257646199E2,9.705889713E0,-5.063807288E1
1.262745639E2,9.757261623E0,-5.088317508E1
1.267845068E2,9.918319966E0,-5.164209405E1
1.272944508E2,9.922384278E0,-5.213748510E1
1.278043932E2,9.862277099E0,-5.153072688E1
1.283143378E2,9.776106731E0,-5.142574072E1
1.288242808E2,9.484947906E0,-5.234759552E1
1.293342250E2,9.158761854E0,-5.051448539E1
1.298441690E2,9.164547505E0,-5.149251267E1
1.303541139E2,9.576560105E0,-4.789934543E1
1.308640579E2,1.043327768E1,-4.604994558E1
1.313739990E2,9.675761860E0,-5.102868738E1
1.323938862E2,1.169054724E1,-4.453675081E1
1.329038292E2,1.242034442E1,-4.438194069E1
1.334137732E2,1.241665005E1,-4.251555088E1
1.339237172E2,1.231788506E1,-4.576417843E1
1.344336610E2,1.206069511E1,-4.441094077E1
1.349436050E2,1.148845172E1,-4.066421994E1
1.354535488E2,1.203823180E1,-3.931078062E1
1.359634918E2,1.189049642E1,-2.935136559E1
1.364734357E2,1.375476863E1,1.621891693E1
1.369833797E2,2.934928619E1,3.487159928E1
1.374933231E2,1.950745959E1,-3.176893886E1
1.380032661E2,1.537033068E1,-3.142631498E1
1.385132108E2,1.297123671E1,-1.476090785E0
1.390231548E2,1.264523023E1,-5.928680099E-2
1.395330985E2,1.153258707E1,-1.512223835E0
1.400430415E2,1.392425581E1,5.584910862E1
1.405529852E2,1.673746059E1,3.261068686E1
1.410629292E2,7.445396023E0,-2.027180232E1
1.415728736E2,8.838391693E0,-3.900033767E1
1.420828176E2,9.044514141E0,-4.237416379E1
1.425927607E2,8.641174169E0,-3.885247912E1
1.431027047E2,8.678631964E0,-4.048939698E1
1.436126483E2,8.681757964E0,-4.030953466E1
1.441225923E2,8.676993893E0,-4.034886281E1
1.446325366E2,8.686028102E0,-4.085315500E1
1.451424796E2,8.714891420E0,-4.053308007E1
1.456524237E2,8.714591819E0,-4.076339369E1
1.461623677E2,8.690829878E0,-4.050222294E1
1.466723110E2,8.695077269E0,-4.065555580E1
1.471822550E2,8.680444871E0,-4.081391071E1
1.476921992E2,8.711174783E0,-4.063571308E1
1.482021432E2,8.716220483E0,-4.091837262E1
1.487120877E2,8.695898678E0,-4.083649762E1
1.492220317E2,8.689994700E0,-4.081895221E1
1.497319757E2,8.654626447E0,-4.041422047E1
1.502419197E2,8.618711704E0,-4.036864314E1
1.507518633E2,8.607367387E0,-4.036589873E1
1.512618073E2,8.612092076E0,-4.063271110E1
1.517717518E2,8.617024483E0,-4.049735711E1
1.522816968E2,8.637931594E0,-4.084311049E1
1.527916403E2,8.532389919E0,-4.053416937E1
1.533015843E2,8.613087885E0,-4.142498081E1
1.543214730E2,8.614061102E0,-4.084265189E1
1.548314177E2,8.643014058E0,-4.122842005E1
1.553413620E2,8.637394921E0,-4.120557607E1
1.558513060E2,8.609664263E0,-4.062936813E1
1.563612511E2,8.575770298E0,-4.082862401E1
1.568711951E2,8.592537074E0,-4.091044689E1
1.573811407E2,8.592175207E0,-4.104776525E1
1.578910857E2,8.597259400E0,-4.116508579E1
1.584010288E2,8.606217776E0,-4.111691018E1
1.589109738E2,8.601328812E0,-4.137642024E1
1.594209197E2,8.584195416E0,-4.129617494E1
1.599308637E2,8.580741128E0,-4.108073355E1
1.604408080E2,8.545357465E0,-4.097723554E1
1.609507530E2,8.529420663E0,-4.077798301E1
1.614606990E2,8.522738047E0,-4.091211768E1
1.619706430E2,8.543186696E0,-4.113219236E1
1.624805878E2,8.552885301E0,-4.119225296E1
1.629905328E2,8.544362351E0,-4.104413280E1
1.635004774E2,8.509875398E0,-4.071869478E1
1.640104224E2,8.540873485E0,-4.104767166E1
1.645203670E2,8.518000145E0,-4.093647612E1
1.650303120E2,8.492981905E0,-4.076092594E1
1.655402576E2,8.510796417E0,-4.098382884E1
1.660502026E2,8.536470216E0,-4.081718101E1
1.665601473E2,8.530725540E0,-4.112574075E1
1.670700923E2,8.481300420E0,-4.083103816E1
1.675800371E2,8.548067871E0,-3.990206402E1
1.680899821E2,8.446863593E0,-4.018467113E1
1.685999288E2,8.359335327E0,-4.004520597E1
1.691098738E2,8.392889080E0,-4.066988727E1
1.696198188E2,8.420306112E0,-4.069697116E1
1.701297638E2,8.411325191E0,-4.061938123E1
1.706397093E2,8.405420229E0,-4.054816845E1
1.711496543E2,8.394114492E0,-4.037095529E1
1.716595993E2,8.395408363E0,-4.049167197E1
1.721695453E2,8.330201708E0,-4.031361088E1
1.726794902E2,8.353653291E0,-4.009850839E1
1.731894362E2,8.395384573E0,-4.052289340E1
1.736993812E2,8.411581727E0,-4.063083676E1
1.742093272E2,8.407787159E0,-4.047790560E1
1.747192730E2,8.400893165E0,-4.035081673E1
1.752292190E2,8.396875286E0,-4.037379826E1
1.757391640E2,8.385968952E0,-4.042838533E1
1.762491100E2,8.391938096E0,-4.055510047E1
1.767590538E2,8.425203187E0,-4.062828404E1
1.772689998E2,8.443291470E0,-4.105816236E1
1.777789463E2,8.409811851E0,-4.054879353E1
1.782888913E2,8.413229414E0,-4.057036146E1
1.787988378E2,8.396195797E0,-4.042293929E1
1.793087838E2,8.371852321E0,-4.044569606E1
1.798187284E2,8.411967825E0,-4.084890356E1
1.808386202E2,8.448389388E0,-4.070399048E1
1.813485662E2,8.412276461E0,-4.070944608E1
1.818585122E2,8.408709782E0,-4.087784658E1
1.823684570E2,8.402871824E0,-4.078097543E1
1.828784030E2,8.425265593E0,-4.075661094E1
1.833883494E2,8.429323002E0,-4.103580318E1
1.838982954E2,8.425486201E0,-4.099784792E1
1.844082413E2,8.452655397E0,-4.101515714E1
1.849181873E2,8.435655317E0,-4.084353851E1
1.854281348E2,8.414898146E0,-4.104563265E1
1.859380808E2,8.414896703E0,-4.069412534E1
1.864480266E2,8.410775290E0,-4.086155310E1
1.869579726E2,8.423174549E0,-4.104955214E1
1.874679185E2,8.424804596E0,-4.108569218E1
1.879778645E2,8.462117361E0,-4.109139683E1
1.884878109E2,8.465474215E0,-4.112481141E1
1.889977579E2,8.443808325E0,-4.081730001E1
1.895077030E2,8.434413161E0,-4.092506759E1
1.900176490E2,8.426233547E0,-4.085997696E1
1.905275963E2,8.437515917E0,-4.099781873E1
1.910375423E2,8.457279866E0,-4.100123488E1
1.915474890E2,8.422810167E0,-4.119839265E1
1.920574360E2,8.458058314E0,-4.090433562E1
1.925673812E2,8.491314358E0,-4.156312658E1
1.930773272E2,8.820946536E0,-3.773857522E1
1.935872748E2,8.613941099E0,-4.125630413E1
1.940972208E2,8.483082376E0,-4.093395618E1
1.946071668E2,8.527607406E0,-4.149860054E1
1.951171128E2,8.516541859E0,-4.124778505E1
1.956270602E2,8.536863109E0,-4.137025139E1
1.961370062E2,8.519536820E0,-4.132619023E1
1.966469535E2,8.600194500E0,-4.114083944E1
1.971568995E2,8.608483994E0,-3.945859543E1
1.976668465E2,8.448477570E0,-4.019986082E1
1.981767935E2,8.483479261E0,-4.099212381E1
1.986867397E2,8.479979753E0,-4.074801446E1
1.991966867E2,8.459148983E0,-4.078414448E1
1.997066334E2,8.445971113E0,-4.127389534E1
2.002165794E2,8.463828183E0,-3.982600865E1
2.007265265E2,8.350441156E0,-4.086997751E1
2.012364735E2,8.435346979E0,-4.128105931E1
2.017464198E2,8.400021587E0,-4.063206308E1
2.022563668E2,8.422846050E0,-4.142742726E1
2.027663132E2,8.565901936E0,-4.038025491E1
2.032762602E2,8.523786916E0,-4.058503087E1
2.037862076E2,8.628304828E0,-3.985336014E1
2.042961546E2,8.994984211E0,-4.252074808E1
2.048061001E2,8.797430983E0,-4.132328886E1
2.053160471E2,8.798959411E0,-4.151942640E1
2.058259951E2,8.687307655E0,-4.131229398E1
2.063359421E2,8.650988705E0,-4.104683154E1
2.068458887E2,8.635974740E0,-4.068150647E1
2.078657829E2,8.582645580E0,-4.057953385E1
2.083757299E2,8.585667233E0,-4.086590668E1
2.088856763E2,8.599429847E0,-4.062127870E1
2.093956240E2,8.612291247E0,-4.082361949E1
2.099055710E2,8.613291901E0,-4.087092403E1
2.104155185E2,8.600030381E0,-4.072046540E1
2.109254655E2,8.613781885E0,-4.066447258E1
2.114354123E2,8.589491834E0,-4.081423202E1
2.119453603E2,8.598614461E0,-4.088156846E1
2.124553073E2,8.640235312E0,-4.110193839E1
2.129652543E2,8.625731837E0,-4.083907224E1
2.134752025E2,8.614974675E0,-4.089387938E1
2.139851495E2,8.585436553E0,-4.087269551E1
2.144950965E2,8.588732861E0,-4.080688228E1
2.150050445E2,8.586211131E0,-4.112853303E1
2.155149915E2,8.584982909E0,-4.066393632E1
2.160249395E2,8.578072783E0,-4.102035543E1
2.165348865E2,8.573833161E0,-4.021094674E1
2.170448345E2,8.614260243E0,-4.089529317E1
2.175547830E2,8.699440983E0,-4.182054107E1
2.180647300E2,8.685099025E0,-4.116074035E1
2.185746778E2,8.665230096E0,-4.140343346E1
2.190846258E2,8.729968276E0,-4.149557237E1
2.195945729E2,8.726874238E0,-4.135753102E1
2.201045199E2,9.019463311E0,-4.015458514E1
2.206144685E2,9.243770040E0,-3.970454939E1
2.211244165E2,9.058389375E0,-4.089181863E1
2.216343645E2,8.889827861E0,-4.021658471E1
2.221443125E2,8.997669422E0,-4.221617128E1
2.226542603E2,9.044112618E0,-4.128983404E1
2.231642083E2,9.274352607E0,-4.215407226E1
2.236741567E2,9.173195468E0,-4.118192203E1
2.241841047E2,9.024503944E0,-4.051679817E1
2.246940522E2,8.839888935E0,-4.108356037E1
2.252040002E2,8.838789725E0,-4.075610073E1
2.257139488E2,8.793737142E0,-4.118512835E1
2.262238978E2,8.791099980E0,-4.112987360E1
2.267338460E2,8.806241597E0,-4.114203566E1
2.272437940E2,8.765945260E0,-4.085587448E1
2.277537412E2,8.768888497E0,-4.103411761E1
2.282636902E2,8.679474955E0,-4.040072056E1
2.287736382E2,8.688413803E0,-4.121123504E1
2.297935353E2,8.724182967E0,-4.126611271E1
2.303034833E2,8.733851880E0,-4.121050032E1
2.308134328E2,8.649637435E0,-4.039565324E1
2.313233808E2,8.821213990E0,-4.192932530E1
2.318333291E2,8.845599552E0,-4.140365648E1
2.323432781E2,8.981565304E0,-4.177159162E1
2.328532268E2,8.999245832E0,-4.158184820E1
2.333631758E2,8.932498389E0,-4.156505250E1
2.338731245E2,8.905256218E0,-4.123768877E1
2.343830725E2,8.821143383E0,-4.124369477E1
2.348930216E2,8.802871302E0,-4.082901936E1
2.354029706E2,8.784862101E0,-4.111427827E1
2.359129199E2,8.774852902E0,-4.086834275E1
2.364228678E2,8.940417095E0,-4.264381709E1
2.369328168E2,9.075818037E0,-4.170272490E1
2.374427655E2,8.999383609E0,-4.211894602E1
2.379527145E2,9.060234591E0,-4.210659726E1
2.384626634E2,9.092043140E0,-4.173753729E1
2.389726124E2,9.054571932E0,-4.199257233E1
2.394825621E2,9.022558193E0,-4.179753625E1
2.399925111E2,9.094386315E0,-4.137724946E1
2.405024606E2,9.033682952E0,-4.201508351E1
2.410124096E2,8.963573042E0,-4.128491136E1
2.415223591E2,8.920152219E0,-4.145158683E1
2.420323081E2,8.887923077E0,-4.169111098E1
2.425422564E2,8.931286556E0,-4.170344732E1
2.430522064E2,8.900157103E0,-4.173820183E1
2.435621557E2,8.894852770E0,-4.138274019E1
2.440721057E2,8.842293393E0,-4.142085351E1
2.445820539E2,8.826604778E0,-4.129009296E1
2.450920039E2,8.967578828E0,-4.179890959E1
2.456019532E2,8.930466843E0,-4.175604963E1
2.461119032E2,8.944673444E0,-4.165205337E1
2.466218530E2,8.931687750E0,-4.160203785E1
2.471318030E2,8.900919091E0,-4.148759813E1
2.476417513E2,8.886886512E0,-4.129161003E1
2.481517013E2,8.865538326E0,-4.131789091E1
2.486616517E2,8.905881115E0,-4.173814047E1
2.491716007E2,8.911375585E0,-4.191813465E1
2.496815499E2,8.967007181E0,-4.150897229E1
2.501914999E2,8.899982599E0,-4.148219882E1
2.507014502E2,8.886966519E0,-4.147587642E1
2.512114002E2,8.849292847E0,-4.127368392E1
2.522313008E2,8.815196154E0,-4.134779391E1
2.527412490E2,8.840699350E0,-4.158891610E1
2.532511990E2,8.864045055E0,-4.107567923E1
2.537611500E2,8.964181941E0,-4.122613359E1
2.542711000E2,8.921090298E0,-4.115316637E1
2.547810498E2,8.920450557E0,-4.143051163E1
2.552910008E2,8.819815831E0,-4.081019382E1
2.558009508E2,8.912351667E0,-4.197602173E1
2.563109008E2,8.849554640E0,-4.217428070E1
2.568208498E2,8.912213104E0,-4.199971638E1
2.573307998E2,8.829122309E0,-4.152560495E1
2.578407503E2,8.775617726E0,-4.129284550E1
2.583507003E2,8.786796752E0,-4.136540333E1
2.588606513E2,8.853427625E0,-4.161663530E1
2.593706013E2,8.812422089E0,-4.156311038E1
2.598805517E2,8.813448534E0,-4.180232688E1
2.603905027E2,8.852381022E0,-4.170331420E1
2.609004527E2,8.827632647E0,-4.184890079E1
2.614104027E2,8.774532747E0,-4.143915921E1
2.619203541E2,8.753127800E0,-4.122399184E1
2.624303041E2,8.806874300E0,-4.165124093E1
2.629402532E2,8.836771565E0,-4.204333546E1
2.634502047E2,8.858286691E0,-4.194303027E1
2.639601547E2,8.789544208E0,-4.145774826E1
2.644701058E2,8.810278408E0,-4.180783701E1
2.649800558E2,8.770572095E0,-4.147602414E1
2.654900062E2,8.731683839E0,-4.120396113E1
2.659999562E2,8.878237276E0,-4.207464292E1
2.665099078E2,8.899290006E0,-4.216443282E1
2.670198588E2,8.862483166E0,-4.127986521E1
2.675298088E2,8.809254049E0,-4.128338493E1
2.680397598E2,8.871752899E0,-4.050733338E1
2.685497095E2,8.876959389E0,-4.175788930E1
2.690596605E2,8.831836294E0,-4.161630944E1
2.695696120E2,8.834040059E0,-4.141611743E1
2.700795630E2,9.137467027E0,-3.994507256E1
2.705895133E2,1.001222895E1,-3.874497647E1
2.710994633E2,8.883310819E0,-4.133500777E1
2.716094147E2,8.800798374E0,-4.122288453E1
2.721193657E2,8.901623003E0,-4.120575713E1
2.726293224E2,9.385247002E0,-4.415556653E1
2.731392734E2,8.958528708E0,-4.221682250E1
2.736492190E2,8.463045311E0,-4.437699247E1
2.741591700E2,7.473514588E0,-4.182883774E1
2.746691204E2,6.981304500E0,-3.718986834E1
2.751790714E2,7.923292364E0,-4.415734721E1
2.756890224E2,8.892178864E0,-4.637405000E1
2.761989734E2,8.556404579E0,-4.273275705E1
2.767089258E2,8.599583767E0,-4.298234600E1
2.772188768E2,8.617934619E0,-4.351034908E1
2.777288272E2,8.581779919E0,-4.332606755E1
2.787487299E2,8.566344525E0,-4.296400765E1
2.792586809E2,8.518440720E0,-4.292302074E1
2.797686323E2,8.781760292E0,-4.447983492E1
2.802785843E2,8.651401266E0,-4.376667584E1
2.807885355E2,8.725236302E0,-4.445045191E1
2.812984875E2,8.707805444E0,-4.410438971E1
2.818084388E2,8.723848750E0,-4.302055949E1
2.823183898E2,8.642980289E0,-4.317986878E1
2.828283417E2,8.712097457E0,-4.333496608E1
2.833382927E2,8.693866442E0,-4.320709080E1
2.838482440E2,8.667034870E0,-4.328275960E1
2.843581950E2,8.647563297E0,-4.334459127E1
2.848681473E2,8.687016921E0,-4.341734113E1
2.853780993E2,8.678712220E0,-4.356875610E1
2.858880502E2,8.702480826E0,-4.326070534E1
2.863980022E2,8.669738645E0,-4.334890168E1
2.869079543E2,8.688835185E0,-4.319351706E1
2.874179053E2,8.685857967E0,-4.322093215E1
2.879278578E2,8.659155071E0,-4.343322994E1
2.884378098E2,8.688509681E0,-4.331616938E1
2.889477610E2,8.705601937E0,-4.346167414E1
2.894577130E2,8.701379592E0,-4.340720321E1
2.899676653E2,8.674725111E0,-4.328349820E1
2.904776175E2,8.691183245E0,-4.340272388E1
