"t (s)","Inclination (deg)","Rotation (deg)"
4.710933304E1,2.164458802E1,-1.257346600E2
4.760934936E1,2.165542584E1,-1.256493242E2
4.811096679E1,2.166370349E1,-1.256349216E2
4.911356079E1,2.157872461E1,-1.259008027E2
4.961493408E1,2.158857564E1,-1.259260907E2
5.011661254E1,2.158024743E1,-1.259712570E2
5.061801635E1,2.159142671E1,-1.259162611E2
5.111975585E1,2.161943635E1,-1.257834980E2
5.162125122E1,2.144659476E1,-1.256280198E2
5.212177001E1,2.161045536E1,-1.248789488E2
5.262238037E1,2.151812921E1,-1.251678512E2
5.312384521E1,2.161156823E1,-1.249700204E2
5.362527954E1,2.169187011E1,-1.250345861E2
5.412620708E1,2.170380135E1,-1.254175170E2
5.512900268E1,2.171373774E1,-1.254595001E2
5.563022338E1,2.172426934E1,-1.254064959E2
5.613083374E1,2.175313731E1,-1.254328763E2
5.663199340E1,2.175052192E1,-1.253742096E2
5.713302415E1,2.172360644E1,-1.255680784E2
5.763409550E1,2.173467425E1,-1.255397209E2
5.813443481E1,2.174535370E1,-1.254108255E2
5.863462392E1,2.173934290E1,-1.257007172E2
5.913521776E1,2.180393892E1,-1.266945592E2
5.963704496E1,2.157690487E1,-1.271208390E2
6.013844757E1,2.152427013E1,-1.270429323E2
6.114026209E1,2.180592980E1,-1.261764943E2
6.164172694E1,2.153061436E1,-1.267220327E2
6.214340540E1,2.166162248E1,-1.263498617E2
6.264462611E1,2.170097979E1,-1.263380132E2
6.314560267E1,2.166031774E1,-1.264276767E2
6.364737269E1,2.192272488E1,-1.270568187E2
6.414914271E1,2.159403399E1,-1.269694545E2
6.465082117E1,2.188733851E1,-1.263929384E2
6.515256068E1,2.192215880E1,-1.264368030E2
6.565433070E1,2.191970595E1,-1.263733399E2
6.615567347E1,2.192618949E1,-1.261896866E2
6.715899988E1,2.201171559E1,-1.262398336E2
6.766043421E1,2.201583248E1,-1.261682406E2
6.816211268E1,2.198705929E1,-1.263659918E2
6.866247889E1,2.200211636E1,-1.262454498E2
6.916348597E1,2.202237772E1,-1.262003270E2
6.966452357E1,2.204453036E1,-1.261736321E2
7.016635462E1,2.206130750E1,-1.261297211E2
7.066824671E1,2.201892449E1,-1.261762630E2
7.116836878E1,2.201488946E1,-1.263283040E2
7.166931483E1,2.201179519E1,-1.261781276E2
7.216934534E1,2.205333693E1,-1.261540106E2
7.316986414E1,2.208012896E1,-1.261248927E2
7.367111536E1,2.201620628E1,-1.262416513E2
7.417303797E1,2.198542713E1,-1.263597553E2
7.467456385E1,2.201162545E1,-1.262231626E2
7.517605921E1,2.199014864E1,-1.262428460E2
7.567782923E1,2.200267998E1,-1.262136573E2
7.617917200E1,2.196487113E1,-1.262143835E2
7.668024012E1,2.190571353E1,-1.264801037E2
7.718103358E1,2.189888671E1,-1.264450443E2
7.768249842E1,2.188197608E1,-1.263230526E2
7.818371912E1,2.188652406E1,-1.262673523E2
7.868437814E1,2.193360451E1,-1.262359539E2
7.918564173E1,2.188273119E1,-1.263643186E2
8.018841883E1,2.187885651E1,-1.263361890E2
8.068896815E1,2.191753469E1,-1.262934031E2
8.118982264E1,2.196648773E1,-1.262702030E2
8.169067167E1,2.199976457E1,-1.262603589E2
8.219098231E1,2.195982687E1,-1.264338015E2
8.269256922E1,2.192636665E1,-1.263102010E2
8.319403407E1,2.185242549E1,-1.262886830E2
8.369565150E1,2.199127554E1,-1.260585655E2
8.419705530E1,2.209069400E1,-1.260499942E2
8.469873377E1,2.206134551E1,-1.261307354E2
8.520053431E1,2.200280874E1,-1.263746104E2
8.620354471E1,2.184756776E1,-1.262238509E2
8.670519678E1,2.210005822E1,-1.259580336E2
8.720532557E1,2.212255180E1,-1.260585301E2
8.770638667E1,2.187565857E1,-1.262189343E2
8.820788904E1,2.152464659E1,-1.266330289E2
8.870867013E1,2.118162354E1,-1.276099839E2
8.921009986E1,2.115887026E1,-1.272874128E2
8.971142908E1,2.130411553E1,-1.267183567E2
9.021299774E1,2.148855978E1,-1.265291799E2
9.071426920E1,2.167098490E1,-1.264807186E2
9.121459856E1,2.174360609E1,-1.267041414E2
9.171572772E1,2.180752764E1,-1.264481678E2
9.271758929E1,2.189306738E1,-1.263834579E2
9.321801653E1,2.178858113E1,-1.268058641E2
9.371935931E1,2.183134236E1,-1.262756255E2
9.422064105E1,2.181392777E1,-1.261101114E2
9.472186175E1,2.185593087E1,-1.259166084E2
9.522292986E1,2.184525356E1,-1.258887165E2
9.572393694E1,2.187408701E1,-1.259597219E2
9.622534075E1,2.185842503E1,-1.258765855E2
9.672717181E1,2.185956965E1,-1.259004764E2
9.722906390E1,2.186255734E1,-1.258585350E2
9.773043719E1,2.185412948E1,-1.258764442E2
9.823205462E1,2.185076748E1,-1.258512977E2
9.923446551E1,2.184605216E1,-1.259159623E2
9.973519793E1,2.185558010E1,-1.258571547E2
1.002368459E2,2.185242608E1,-1.258571780E2
1.007384023E2,2.185575325E1,-1.258142124E2
1.012392873E2,2.186433610E1,-1.258357374E2
1.017410268E2,2.184223052E1,-1.258250905E2
1.022420339E2,2.183627331E1,-1.259961692E2
1.027426137E2,2.184885844E1,-1.259435958E2
1.032441701E2,2.185483871E1,-1.258402457E2
1.037454213E2,2.187320412E1,-1.258679868E2
1.042468251E2,2.187249687E1,-1.258239591E2
1.052503041E2,2.185774482E1,-1.259583234E2
1.057522573E2,2.184484084E1,-1.260461913E2
1.062534169E2,2.184211497E1,-1.258936139E2
1.067546987E2,2.188568648E1,-1.258667633E2
1.072548818E2,2.187079291E1,-1.258343105E2
1.077564992E2,2.188038591E1,-1.258449506E2
1.082584218E2,2.185170477E1,-1.259196472E2
1.087601613E2,2.185006044E1,-1.259558457E2
1.092603749E2,2.185900334E1,-1.259132058E2
1.097622060E2,2.186085471E1,-1.259205944E2
1.102636098E2,2.186240154E1,-1.258517389E2
1.107645253E2,2.186400111E1,-1.258936240E2
1.117677297E2,2.186599776E1,-1.259636135E2
1.122684621E2,2.186656063E1,-1.259361842E2
1.127690724E2,2.186879566E1,-1.259004417E2
1.132700185E2,2.187898022E1,-1.259052835E2
1.137709645E2,2.187074446E1,-1.259509539E2
1.142717486E2,2.185332825E1,-1.259765675E2
1.147728871E2,2.184762764E1,-1.260959608E2
1.152738637E2,2.185547296E1,-1.259805938E2
1.157739247E2,2.190249484E1,-1.257334856E2
1.162749471E2,2.190046753E1,-1.258364991E2
1.167760154E2,2.185890137E1,-1.258853239E2
1.177789045E2,2.187182515E1,-1.258119929E2
1.182803945E2,2.186420624E1,-1.258063418E2
1.187809488E2,2.188398436E1,-1.257638281E2
1.192820607E2,2.183362249E1,-1.258475272E2
1.197823171E2,2.183427511E1,-1.259337011E2
1.202831346E2,2.180091527E1,-1.260041488E2
1.207841481E2,2.185147339E1,-1.257592118E2
1.212850723E2,2.186613294E1,-1.257641231E2
1.217867646E2,2.185825801E1,-1.258533669E2
1.222877729E2,2.186655409E1,-1.258174850E2
1.227890176E2,2.181341868E1,-1.261273060E2
1.237905698E2,2.184721881E1,-1.262027523E2
1.242916684E2,2.226466209E1,-1.260556041E2
1.247931943E2,2.292415020E1,-1.251413031E2
1.252947812E2,2.320872625E1,-1.260015999E2
1.257964291E2,2.663416051E1,-1.267135978E2
1.262978329E2,2.631283305E1,-1.269843482E2
1.267993893E2,2.559730230E1,-1.260359011E2
1.273011288E2,2.551883133E1,-1.258044247E2
1.278028989E2,2.545821233E1,-1.258388438E2
1.283038449E2,2.545829049E1,-1.258526658E2
1.288057675E2,2.544781322E1,-1.259680630E2
1.298084225E2,2.540798046E1,-1.256460411E2
1.303093686E2,2.540932649E1,-1.256077303E2
1.308107419E2,2.538920574E1,-1.257052131E2
1.313119626E2,2.538023023E1,-1.259167090E2
1.318127866E2,2.536133902E1,-1.257176542E2
1.323130307E2,2.535772465E1,-1.256144669E2
1.328143430E2,2.537149002E1,-1.255812664E2
1.333159909E2,2.535865833E1,-1.256465965E2
1.338172421E2,2.536254741E1,-1.258230717E2
1.343181577E2,2.531427296E1,-1.257965036E2
1.348192563E2,2.617555996E1,-1.252521486E2
1.353201413E2,2.634061935E1,-1.248877035E2
1.363222470E2,2.548148458E1,-1.219951233E2
1.368231015E2,2.424430926E1,-1.194349357E2
1.373244443E2,2.343646315E1,-1.218074007E2
1.378255124E2,2.362487728E1,-1.233928090E2
1.383267636E2,2.333447319E1,-1.225624474E2
1.388281979E2,2.618981637E1,-1.249901824E2
1.393294492E2,2.622568581E1,-1.284965666E2
1.398307614E2,2.875741049E1,-1.246901910E2
1.403324399E2,3.015472095E1,-1.288384799E2
1.408343785E2,3.273958920E1,-1.233175843E2
1.413354611E2,3.324077057E1,-1.227635790E2
1.418373837E2,4.297168760E1,-1.184089380E2
1.428405378E2,3.682596892E1,-1.194948169E2
1.433415249E2,3.251327656E1,-1.259910112E2
1.438426714E2,3.304020470E1,-1.267432050E2
1.443436093E2,5.017988463E1,-1.089406102E2
1.448448911E2,2.065811505E1,-1.025982062E2
1.453464590E2,7.796946546E0,1.499401629E1
1.458473186E2,1.219398903E1,1.258583282E1
1.463486447E2,1.204908782E1,2.874755981E1
1.468493517E2,1.348937004E1,2.490944788E1
1.473507504E2,1.158722130E1,3.781344083E1
1.478518047E2,1.241713440E1,3.099592790E1
1.483532312E2,6.794538633E0,3.627740766E1
1.488546262E2,9.149186269E0,-4.381097309E1
1.493553586E2,9.134870505E0,-8.346512690E1
1.498563657E2,2.429508136E1,-1.162066607E2
1.503574948E2,4.846617931E1,-1.210668647E2
1.508576961E2,5.161758137E1,-1.360921968E2
1.513585629E2,4.205920841E1,-1.298143700E2
1.523604007E2,2.953604093E1,-1.196047149E2
1.528615193E2,2.950607848E1,-1.159876711E2
1.533626828E2,3.049895711E1,-1.157164742E2
1.538633398E2,3.039046589E1,-1.204370012E2
1.543645749E2,3.081133287E1,-1.199596181E2
1.548653353E2,3.017609060E1,-1.202653012E2
1.553663118E2,2.997672904E1,-1.208081361E2
1.558671053E2,3.009150839E1,-1.205748642E2
1.563680819E2,3.009435424E1,-1.207483593E2
1.568689363E2,3.004114359E1,-1.205943724E2
1.573702181E2,3.008277882E1,-1.205654745E2
1.583725985E2,3.010858759E1,-1.206340359E2
1.588738192E2,3.007499025E1,-1.206996247E2
1.593751924E2,3.007987676E1,-1.205978848E2
1.598770235E2,3.008275651E1,-1.205299676E2
1.603778170E2,3.010907198E1,-1.204704299E2
1.608784883E2,3.011719052E1,-1.205700476E2
1.613786104E2,3.010633809E1,-1.206710037E2
1.618803804E2,3.006856133E1,-1.206393677E2
1.623817537E2,3.004385949E1,-1.204804203E2
1.628832491E2,3.011593570E1,-1.204183875E2
1.633843172E2,3.010738316E1,-1.206004759E2
1.643867281E2,3.005890109E1,-1.205352299E2
1.648874300E2,2.981735983E1,-1.209571905E2
1.653882235E2,2.917122360E1,-1.201258851E2
1.658896578E2,2.889218187E1,-1.200064510E2
1.663912447E2,2.819757910E1,-1.200578952E2
1.668931063E2,2.839660878E1,-1.195678089E2
1.673946321E2,2.866107568E1,-1.202644080E2
1.678963106E2,2.896390161E1,-1.206512613E2
1.683975618E2,2.915941771E1,-1.206490226E2
1.688982637E2,2.918508954E1,-1.207680298E2
1.694000643E2,2.915922079E1,-1.207458110E2
1.699014681E2,2.918328642E1,-1.209029110E2
1.709039705E2,2.919234917E1,-1.208336295E2
1.714051607E2,2.917569108E1,-1.208669864E2
1.719070833E2,2.916681632E1,-1.208254259E2
1.724079073E2,2.919893429E1,-1.208482093E2
1.729094332E2,2.916749366E1,-1.208677366E2
1.734109896E2,2.917499706E1,-1.206982360E2
1.739128511E2,2.918025448E1,-1.206057465E2
1.744144620E2,2.914612541E1,-1.205845837E2
1.749154939E2,2.916652867E1,-1.205367575E2
1.754171846E2,2.915138918E1,-1.205920390E2
1.759187105E2,2.917424285E1,-1.206157999E2
1.769211519E2,2.916194460E1,-1.205425512E2
1.774225252E2,2.917714501E1,-1.205046009E2
1.779230135E2,2.916506422E1,-1.205369312E2
1.784246614E2,2.917735088E1,-1.205745484E2
1.789254244E2,2.919181498E1,-1.206290886E2
1.794266451E2,2.916139524E1,-1.205451444E2
1.799266451E2,2.917925623E1,-1.204707185E2
1.804279278E2,2.917866120E1,-1.205154127E2
1.809294832E2,2.917084659E1,-1.206008835E2
1.814299410E2,2.919848655E1,-1.206400072E2
1.819309382E2,2.917787033E1,-1.205449555E2
1.824324129E2,2.916553417E1,-1.205285650E2
1.834342440E2,2.917337205E1,-1.205073132E2
1.839349188E2,2.918833392E1,-1.206580374E2
1.844360355E2,2.918795173E1,-1.206598233E2
1.849371814E2,2.918711364E1,-1.205334470E2
1.854379968E2,2.918526066E1,-1.205267141E2
1.859398279E2,2.918097866E1,-1.205861439E2
1.864408350E2,2.919714890E1,-1.207000794E2
1.869425439E2,2.919392692E1,-1.206426267E2
1.874437036E2,2.918941223E1,-1.205772515E2
1.879456262E2,2.919929805E1,-1.205941672E2
1.884461755E2,2.919509797E1,-1.205493229E2
1.889472437E2,2.920511355E1,-1.206999500E2
1.894488000E2,2.920220799E1,-1.206581179E2
1.904516687E2,2.918599687E1,-1.205683107E2
1.909529810E2,2.918658994E1,-1.206097847E2
1.914547815E2,2.921080836E1,-1.207365839E2
1.919554529E2,2.921382618E1,-1.206311328E2
1.924563379E2,2.918374602E1,-1.205685931E2
1.929580774E2,2.919916089E1,-1.205547655E2
1.934597864E2,2.919282831E1,-1.206125997E2
1.939615869E2,2.921207681E1,-1.207184185E2
1.944623804E2,2.919184633E1,-1.206696748E2
1.949633875E2,2.918281343E1,-1.205781024E2
1.954644861E2,2.919314782E1,-1.205758567E2
1.959645471E2,2.922983454E1,-1.205377791E2
1.964655542E2,2.922550918E1,-1.206568977E2
1.969668970E2,2.925239510E1,-1.206623198E2
1.974673547E2,2.924328122E1,-1.205889711E2
1.984684534E2,2.924965737E1,-1.205638176E2
1.989689722E2,2.926809296E1,-1.206209117E2
1.994694299E2,2.926669959E1,-1.206571833E2
1.999701318E2,2.924803890E1,-1.205671466E2
2.004709558E2,2.925755858E1,-1.205574881E2
2.009714746E2,2.925820136E1,-1.205381725E2
2.014718713E2,2.926453738E1,-1.206295569E2
2.019734277E2,2.926637179E1,-1.207477409E2
2.024752839E2,2.923838809E1,-1.206006617E2
2.029770898E2,2.922628071E1,-1.205738298E2
2.034787596E2,2.923428123E1,-1.205587574E2
2.039805383E2,2.922468317E1,-1.206279483E2
2.044821863E2,2.924753133E1,-1.207569097E2
2.049839258E2,2.920795859E1,-1.206496487E2
2.059859705E2,2.919079691E1,-1.205988755E2
2.064874353E2,2.919630640E1,-1.205753000E2
2.069888696E2,2.919543276E1,-1.206840711E2
2.074889307E2,2.920642626E1,-1.206608502E2
2.079903040E2,2.918522724E1,-1.206008548E2
2.084919519E2,2.918747582E1,-1.205368450E2
2.089938440E2,2.916468524E1,-1.206022979E2
2.094951868E2,2.918549114E1,-1.205907696E2
2.099966031E2,2.919252107E1,-1.207319989E2
2.104978032E2,2.916778733E1,-1.206754413E2
2.109996729E2,2.915581628E1,-1.205675221E2
2.120029963E2,2.916667401E1,-1.205671463E2
2.125031824E2,2.918128466E1,-1.206584854E2
2.130047415E2,2.918338237E1,-1.207217648E2
2.135064478E2,2.916236198E1,-1.205848293E2
2.140080026E2,2.916471144E1,-1.205577216E2
2.145095911E2,2.916029787E1,-1.205599779E2
2.150104761E2,2.918051763E1,-1.206257579E2
2.155105066E2,2.919021416E1,-1.207037744E2
2.160116797E2,2.914744805E1,-1.206268937E2
2.165127479E2,2.916338906E1,-1.205124457E2
2.170140601E2,2.915859488E1,-1.204761048E2
2.180168067E2,2.919629472E1,-1.205688522E2
2.185184852E2,2.922945938E1,-1.205946210E2
2.190200416E2,2.922098605E1,-1.205080300E2
2.195207129E2,2.921654544E1,-1.204375700E2
2.200222083E2,2.922112823E1,-1.204097055E2
2.205237342E2,2.923105818E1,-1.205271566E2
2.210237342E2,2.924339634E1,-1.206404041E2
2.215250464E2,2.920860868E1,-1.205062773E2
2.220266334E2,2.922687836E1,-1.204385613E2
2.225278541E2,2.923084057E1,-1.204578958E2
2.230286780E2,2.922100815E1,-1.204942805E2
2.235300818E2,2.925272161E1,-1.206073757E2
2.240316993E2,2.922051029E1,-1.205392094E2
2.250333472E2,2.925183501E1,-1.204208704E2
2.255333472E2,2.921647750E1,-1.205262444E2
2.260341102E2,2.939755698E1,-1.205503190E2
2.265356666E2,2.918276823E1,-1.207705483E2
2.270372840E2,2.995344233E1,-1.197984347E2
2.275382300E2,2.933223149E1,-1.211646076E2
2.280396644E2,2.937134823E1,-1.209802825E2
2.285397864E2,2.962202082E1,-1.207663204E2
2.290413733E2,2.939270684E1,-1.210792150E2
2.295429297E2,2.939717887E1,-1.209760285E2
2.300443335E2,2.931600512E1,-1.209083256E2
2.305455848E2,2.941842089E1,-1.208340667E2
2.310472938E2,2.939094509E1,-1.209069136E2
2.320501929E2,2.936973016E1,-1.209175866E2
2.325520240E2,2.938303952E1,-1.208505683E2
2.330521460E2,2.938849876E1,-1.208180237E2
2.335534583E2,2.937593281E1,-1.210323904E2
2.340548011E2,2.937745333E1,-1.211488548E2
2.345558692E2,2.940275534E1,-1.209206496E2
2.350570289E2,2.939486333E1,-1.208674479E2
2.355583716E2,2.942858899E1,-1.208567071E2
2.360599280E2,2.941088292E1,-1.208931567E2
2.365615149E2,2.951059075E1,-1.210363625E2
2.370631324E2,2.925454591E1,-1.218031141E2
2.380656653E2,2.771243286E1,-1.231218204E2
2.385667641E2,2.809745505E1,-1.221125212E2
2.390682593E2,2.747656159E1,-1.220303843E2
2.395696937E2,2.776120287E1,-1.216729318E2
2.400715374E2,2.764978313E1,-1.211471238E2
2.405718604E2,2.807029516E1,-1.215903523E2
2.410736609E2,2.792940732E1,-1.218938370E2
2.415751868E2,2.820435178E1,-1.220027617E2
2.420760108E2,2.825149319E1,-1.218196590E2
2.425769308E2,2.839532665E1,-1.218310120E2
2.430776893E2,2.790795311E1,-1.217836588E2
2.435789405E2,2.809973102E1,-1.219047389E2
2.445809241E2,2.821827133E1,-1.218769770E2
2.450819900E2,2.827958418E1,-1.218129150E2
2.455827559E2,2.829337864E1,-1.217677060E2
2.460834589E2,2.833347223E1,-1.218586423E2
2.465846139E2,2.833276351E1,-1.218955684E2
2.470856210E2,2.832641016E1,-1.217815176E2
2.475868112E2,2.834510389E1,-1.216829539E2
2.480883676E2,2.835197792E1,-1.216861214E2
2.485886117E2,2.838220177E1,-1.217848383E2
2.490896188E2,2.837562304E1,-1.217712671E2
2.495905649E2,2.840730559E1,-1.216637590E2
2.500919687E2,2.837172618E1,-1.216970851E2
2.505927621E2,2.836601033E1,-1.215927468E2
2.510930673E2,2.839085853E1,-1.216144139E2
2.520950808E2,2.840294128E1,-1.216151821E2
2.525959963E2,2.841000496E1,-1.216324654E2
2.530963930E2,2.840827285E1,-1.216148289E2
2.535966066E2,2.841726967E1,-1.216175272E2
2.540974611E2,2.840290335E1,-1.216232861E2
2.545981325E2,2.843283842E1,-1.217741280E2
2.550983156E2,2.843358853E1,-1.217388914E2
2.555992617E2,2.839377124E1,-1.216482911E2
2.561003298E2,2.841312995E1,-1.216185869E2
2.566007570E2,2.840976476E1,-1.216118074E2
2.571013674E2,2.838426518E1,-1.217132089E2
2.576027102E2,2.841364011E1,-1.218094463E2
2.586037478E2,2.838610406E1,-1.216054169E2
2.591052736E2,2.838428050E1,-1.216278084E2
2.596065249E2,2.840036056E1,-1.217012690E2
2.601074099E2,2.840910903E1,-1.217814766E2
2.606079897E2,2.839151216E1,-1.216577342E2
2.611089968E2,2.841735248E1,-1.216121427E2
2.616098818E2,2.838508717E1,-1.216382412E2
2.621106447E2,2.840614260E1,-1.217370063E2
2.626111025E2,2.841460958E1,-1.218086535E2
2.631121096E2,2.840158697E1,-1.216459657E2
2.641129030E2,2.840509619E1,-1.216663800E2
2.646144289E2,2.842470519E1,-1.217375714E2
2.651154055E2,2.842115925E1,-1.217465115E2
2.656160158E2,2.838109776E1,-1.216826154E2
2.661169924E2,2.843367973E1,-1.216237797E2
2.666177248E2,2.850359652E1,-1.215815936E2
2.671188234E2,2.895857110E1,-1.213153512E2
2.676205009E2,3.009748720E1,-1.197249233E2
2.681219973E2,3.060970846E1,-1.193809579E2
2.686228212E2,3.043562054E1,-1.186855380E2
2.691245607E2,3.026397439E1,-1.187453777E2
2.701266970E2,2.900327523E1,-1.213935452E2
2.706283754E2,2.880092719E1,-1.208832706E2
2.711300234E2,2.869504095E1,-1.209571803E2
2.716307253E2,2.860554855E1,-1.209441310E2
2.721317629E2,2.858189244E1,-1.211688027E2
2.726324343E2,2.856932659E1,-1.210312603E2
2.731341433E2,2.852586433E1,-1.209698382E2
2.736357607E2,2.835694426E1,-1.211404766E2
2.741372561E2,2.829563652E1,-1.211566493E2
2.746390871E2,2.846678454E1,-1.211843019E2
2.751403994E2,2.811437404E1,-1.211386565E2
2.756417643E2,2.804324305E1,-1.202097460E2
2.766436125E2,2.786561927E1,-1.211926878E2
2.771452061E2,2.785510536E1,-1.211215702E2
2.776461367E2,2.779587520E1,-1.214647763E2
2.781476125E2,2.782568327E1,-1.213403392E2
2.786478501E2,2.781694943E1,-1.214087122E2
2.791492800E2,2.778866336E1,-1.214070751E2
2.796501093E2,2.780223094E1,-1.213501701E2
2.801509027E2,2.782847769E1,-1.214616593E2
2.806522455E2,2.781778296E1,-1.214246406E2
2.811535272E2,2.778743216E1,-1.213398832E2
2.816549921E2,2.780179909E1,-1.213216009E2
2.826568536E2,2.779354574E1,-1.213960370E2
2.831585016E2,2.776309935E1,-1.215911521E2
2.836596307E2,2.773142038E1,-1.214658757E2
2.841607294E2,2.773273792E1,-1.214233912E2
2.846607294E2,2.770455596E1,-1.214195659E2
2.851617059E2,2.767890408E1,-1.213924663E2
2.856630792E2,2.769650374E1,-1.215472309E2
2.861642084E2,2.770342990E1,-1.215236584E2
2.866655206E2,2.771657631E1,-1.213812223E2
2.871669244E2,2.772273748E1,-1.213564609E2
2.876669244E2,2.771444024E1,-1.213817926E2
2.886683283E2,2.772330333E1,-1.215578582E2
2.891698236E2,2.771928165E1,-1.214155856E2
2.896711969E2,2.772999948E1,-1.213847103E2
2.901725397E2,2.771627183E1,-1.213829591E2
2.906736383E2,2.772131394E1,-1.214203242E2
2.911748895E2,2.772845825E1,-1.215946337E2
2.916759271E2,2.771442567E1,-1.214759366E2
2.921775140E2,2.772054419E1,-1.214278187E2
2.926783991E2,2.770894340E1,-1.213934718E2
2.931797723E2,2.771691240E1,-1.213832688E2
2.936799249E2,2.772539549E1,-1.215057452E2
2.946831598E2,2.771812851E1,-1.214050682E2
2.951837396E2,2.772879193E1,-1.213862072E2
2.956855402E2,2.770320221E1,-1.214079306E2
2.961864252E2,2.775443981E1,-1.214271759E2
2.966881952E2,2.772177974E1,-1.214746577E2
2.971897821E2,2.787342429E1,-1.216274896E2
2.976913385E2,2.854558533E1,-1.213046315E2
2.981928339E2,2.863350887E1,-1.215587305E2
2.986928949E2,2.858307960E1,-1.211727044E2
2.991942987E2,2.854044763E1,-1.217029431E2
2.996959161E2,2.837479145E1,-1.219134837E2
3.001970437E2,2.851777834E1,-1.217372355E2
3.011973810E2,2.852422740E1,-1.218771189E2
3.016990595E2,2.849447680E1,-1.218296369E2
3.021999139E2,2.849192806E1,-1.217544548E2
