"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)","Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute Linear acceleration (m/s^2)","Time (s)","Attitude x (m/s^2)","Attitude y (m/s^2)","Attitude z (m/s^2)","Absolute Attitude (m/s^2)","Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.519663301E0,-3.220802226E0,-2.187737573E0,9.251052233E0,1.003701799E1,5.553568330E0,3.791906720E-2,2.835230600E-2,2.648139530E-1,2.690132685E-1,5.527597871E0,-3.206818562E0,-2.182605779E0,9.254419376E0,1.003452696E1,5.521677461E0,5.245048095E-2,-8.721799718E-2,-3.850442942E-2,1.088146271E-1
6.020914521E0,-3.069652739E0,-2.203047107E0,9.254018647E0,9.995651335E0,6.056864228E0,-3.650999436E-2,-4.060894893E-2,1.886176623E-1,1.963636650E-1,6.028849092E0,-3.070377676E0,-2.204716371E0,9.254877125E0,9.997036758E0,6.022928681E0,-2.726822438E-3,1.942940507E-2,6.748089266E-4,1.963142147E-2
6.521891084E0,-3.078046759E0,-2.202350792E0,9.247389277E0,9.991943219E0,6.559824433E0,-5.963696374E-2,-2.015865038E-2,1.742000731E-1,1.852258192E-1,6.529947724E0,-3.079620639E0,-2.202856340E0,9.246864653E0,9.992054106E0,6.523966279E0,-8.950767872E-3,7.853672797E-3,-9.097188691E-3,1.498516813E-2
7.023142305E0,-3.114818273E0,-2.181890403E0,9.240330719E0,9.992319570E0,7.062937226E0,-6.300746625E-2,-1.136302179E-2,1.734830487E-1,1.849200564E-1,7.031076875E0,-3.113177622E0,-2.180593148E0,9.239977787E0,9.991198671E0,7.025156465E0,6.217579400E-3,1.485428543E-4,-6.690794461E-3,9.134937827E-3
7.523874726E0,-3.093241840E0,-2.168536303E0,9.245290775E0,9.987296746E0,7.565836396E0,-6.899259552E-2,-6.843113130E-3,1.749233430E-1,1.881621173E-1,7.531870332E0,-3.095826816E0,-2.168774769E0,9.245443397E0,9.988290709E0,7.525888887E0,-4.271668042E-3,-5.523672077E-3,-1.725219121E-3,7.192668635E-3
8.024698701E0,-3.077827364E0,-2.168269221E0,9.259856296E0,9.995966753E0,8.068582978E0,-6.359056821E-2,-1.053565268E-2,1.754475548E-1,1.869133618E-1,8.032663789E0,-3.077064273E0,-2.168135680E0,9.259655979E0,9.995517281E0,8.026712861E0,-3.946995812E-4,-3.100301523E-3,-1.931057085E-3,3.673777179E-3
8.526041474E0,-3.083951207E0,-2.152396919E0,9.253808785E0,9.988820981E0,8.571939912E0,-6.351209432E-2,-6.610181183E-3,1.797521561E-1,1.907572233E-1,8.534037080E0,-3.083016416E0,-2.152501844E0,9.254581417E0,9.989270825E0,8.528055635E0,-7.308308317E-3,-2.255729322E-3,4.772469617E-3,9.015328695E-3
9.026651826E0,-3.092268919E0,-2.151280876E0,9.252330278E0,9.989782383E0,9.074442353E0,-6.844886522E-2,-5.449681055E-4,1.726690323E-1,1.857421300E-1,9.034647431E0,-3.092087685E0,-2.151042410E0,9.251796114E0,9.989180199E0,9.028696504E0,-1.861029744E-3,-3.938507652E-3,1.744317494E-3,4.692325410E-3
9.528055635E0,-3.084409030E0,-2.164320223E0,9.256126674E0,9.993685110E0,9.577951875E0,-6.980960710E-2,-2.581162301E-2,1.748061559E-1,1.899916136E-1,9.535990205E0,-3.083970252E0,-2.165026082E0,9.256231601E0,9.993799773E0,9.530100312E0,-4.350183537E-3,-2.826558289E-3,-6.238799672E-4,5.225203803E-3
1.002881857E1,-3.080708086E0,-2.179896827E0,9.255106033E0,9.994983750E0,1.008063742E1,-8.406137663E-2,-2.838733840E-2,1.701510142E-1,1.918945639E-1,1.003681418E1,-3.082329659E0,-2.180058984E0,9.255458957E0,9.995845827E0,1.003086325E1,-5.027114495E-3,-2.599499914E-3,-6.875412064E-4,5.701051908E-3
1.052942893E1,-3.050584963E0,-2.205116999E0,9.255764175E0,9.991885711E0,1.058350607E1,-6.030785292E-2,-3.804348037E-2,1.704986095E-1,1.848083315E-1,1.053739401E1,-3.050260649E0,-2.205012074E0,9.255411247E0,9.991436614E0,1.053144309E1,-9.952370946E-4,-3.146986434E-3,2.183579936E-3,3.957529764E-3
1.103141257E1,-3.083579207E0,-2.199174424E0,9.247808985E0,9.993337775E0,1.108741232E1,-7.310270179E-2,-3.861970974E-2,1.686724027E-1,1.878453258E-1,1.103739401E1,-3.083320023E0,-2.199237074E0,9.247843327E0,9.993303371E0,1.103144309E1,-6.860303096E-4,-8.159925677E-4,2.324407034E-3,2.557215187E-3
1.153214499E1,-3.083025987E0,-2.204945303E0,9.246864661E0,9.993564884E0,1.158997580E1,-7.560397685E-2,-4.361413792E-2,1.660840213E-1,1.876221109E-1,1.153812644E1,-3.082806596E0,-2.204983458E0,9.246845584E0,9.993487970E0,1.153217551E1,-2.673771344E-4,-4.201640683E-4,-6.451003877E-4,8.149741631E-4
1.203336569E1,-3.082425035E0,-2.207310886E0,9.246559409E0,9.993619282E0,1.209311911E1,-8.064134419E-2,-4.282759503E-2,1.661303043E-1,1.895692678E-1,1.203940817E1,-3.082806583E0,-2.207253655E0,9.246607104E0,9.993768462E0,1.203342673E1,9.506742555E-4,-8.764028293E-4,-1.795246474E-3,2.212413470E-3
1.253409812E1,-3.081579975E0,-2.208200336E0,9.247453632E0,9.994382549E0,1.259797141E1,-7.288318589E-2,-4.383518961E-2,1.679960130E-1,1.882980165E-1,1.254014060E1,-3.081075930E0,-2.208462050E0,9.247366388E0,9.994204252E0,1.253415915E1,1.811380856E-4,-1.692778536E-3,-3.204418982E-3,3.628582532E-3
1.303480002E1,-3.077846452E0,-2.214369482E0,9.247503759E0,9.994643404E0,1.310071799E1,-7.477686897E-2,-4.588591863E-2,1.671958197E-1,1.888161534E-1,1.304078146E1,-3.078151691E0,-2.214159632E0,9.247484686E0,9.994673268E0,1.303483054E1,4.116759053E-4,-1.867395841E-4,-7.002734509E-4,8.335056264E-4
1.353607695E1,-3.073687599E0,-2.211774971E0,9.248095129E0,9.993336154E0,1.360400688E1,-6.428299472E-2,-4.611799493E-2,1.702124178E-1,1.877003997E-1,1.354206320E1,-3.074259918E0,-2.211946667E0,9.248304979E0,9.993744397E0,1.353611161E1,2.970857049E-5,1.302933020E-3,3.259454585E-3,3.510350587E-3
1.403693625E1,-3.092221258E0,-2.211050035E0,9.243898126E0,9.995010111E0,1.410672995E1,-6.071909647E-2,-4.726216528E-2,1.725197747E-1,1.889010153E-1,1.404288718E1,-3.091553553E0,-2.211059573E0,9.243783662E0,9.994699805E0,1.403696677E1,2.122040749E-5,3.267942753E-4,-6.153918191E-4,6.971024997E-4
1.453760764E1,-3.056498965E0,-2.210038944E0,9.250079189E0,9.989515657E0,1.460956809E1,-4.944470621E-2,-3.474894262E-2,1.704874193E-1,1.808818070E-1,1.454358908E1,-3.052921969E0,-2.209924480E0,9.250651508E0,9.988926473E0,1.453763815E1,-2.107186458E-3,-6.262142245E-3,-2.822314187E-3,7.184714165E-3
1.503876730E1,-3.097600982E0,-2.217889241E0,9.245424309E0,9.999601751E0,1.511266445E1,-9.019669794E-2,-4.797496719E-2,1.701031654E-1,1.984241131E-1,1.504480979E1,-3.101721682E0,-2.218175401E0,9.244575368E0,1.000015766E1,1.503882834E1,2.614354199E-3,1.744317488E-3,-3.645665979E-3,4.813353489E-3
1.553989646E1,-3.063767388E0,-2.215638122E0,9.253017068E0,9.995701464E0,1.561574864E1,-6.450271222E-2,-3.770847474E-2,1.711238892E-1,1.867241666E-1,1.554584738E1,-3.062756289E0,-2.215590429E0,9.253541692E0,9.995866689E0,1.553992697E1,-7.384701806E-4,-2.028670956E-3,-9.103554832E-4,2.342987657E-3
1.604044577E1,-3.080812986E0,-2.209705086E0,9.247456038E0,9.994480897E0,1.611811301E1,-6.985189069E-2,-3.402121221E-2,1.727926808E-1,1.894572249E-1,1.604639670E1,-3.081423462E0,-2.209371233E0,9.247370192E0,9.994515859E0,1.604047629E1,2.419126602E-4,1.279590564E-3,1.629727303E-3,2.086117165E-3
1.654045103E1,-3.086851007E0,-2.207740125E0,9.248495755E0,9.996871478E0,1.662043234E1,-7.127022352E-2,-3.462506122E-2,1.715451694E-1,1.889605376E-1,1.654648825E1,-3.086946393E0,-2.207740125E0,9.248228677E0,9.996653848E0,1.654249287E1,-5.199505083E-4,-3.719971098E-4,-2.270027829E-3,2.358337704E-3
1.704130026E1,-3.082816127E0,-2.203743434E0,9.245939407E0,9.992378891E0,1.712317893E1,-6.921635355E-2,-3.266596037E-2,1.713111060E-1,1.876311904E-1,1.704727441E1,-3.082892436E0,-2.203705279E0,9.245853557E0,9.992314583E0,1.704328526E1,7.575685474E-4,-2.049891365E-3,-1.570310154E-3,2.691066460E-3
1.754236838E1,-3.075347356E0,-2.210649412E0,9.249058541E0,9.994489285E0,1.762616965E1,-7.388058401E-2,-3.627336410E-2,1.694770167E-1,1.884052994E-1,1.754831931E1,-3.075385511E0,-2.210620796E0,9.249277928E0,9.994697721E0,1.754434430E1,1.954399517E-3,-2.302414203E-3,-4.118881084E-3,5.107442611E-3
1.804313132E1,-3.068670263E0,-2.201597239E0,9.253541677E0,9.994588593E0,1.812891253E1,-6.884217641E-2,-3.614567953E-2,1.702902052E-1,1.872017879E-1,1.804911276E1,-3.068317334E0,-2.201797551E0,9.253570291E0,9.994550857E0,1.804508972E1,-1.612750967E-3,-5.283881391E-4,2.168725644E-3,2.753821095E-3
1.854334494E1,-3.076759084E0,-2.204392062E0,9.246111121E0,9.990813865E0,1.863147971E1,-6.117667849E-2,-3.367947397E-2,1.707132279E-1,1.844448404E-1,1.854925587E1,-3.076902163E0,-2.204172673E0,9.246063430E0,9.990765388E0,1.854524649E1,-1.583042397E-3,2.924172146E-3,3.391021104E-3,4.749297853E-3
1.904505393E1,-3.081051508E0,-2.204229905E0,9.244766125E0,9.990856249E0,1.913498923E1,-5.276844993E-2,-3.268560152E-2,1.736544957E-1,1.844145920E-1,1.905090572E1,-3.081213665E0,-2.204334830E0,9.244556275E0,9.990735229E0,1.904700691E1,-6.705648767E-4,2.421248489E-3,2.281193807E-3,3.393515387E-3
1.954603049E1,-3.081261357E0,-2.201740319E0,9.247761274E0,9.993143678E0,1.963778583E1,-5.721193268E-2,-3.362068676E-2,1.715414108E-1,1.839293653E-1,1.955201764E1,-3.081185048E0,-2.201520930E0,9.247828047E0,9.993133607E0,1.954807941E1,1.553333828E-3,-3.724181513E-3,-2.939026439E-3,4.992018663E-3
2.004706809E1,-3.066037580E0,-2.205012074E0,9.248619745E0,9.989976570E0,2.014090964E1,-6.167871132E-2,-4.142476991E-2,1.682623029E-1,1.839360692E-1,2.005300295E1,-3.065923116E0,-2.205279156E0,9.248543435E0,9.989929749E0,2.004908225E1,1.451475872E-3,-2.414882376E-3,-4.345939439E-3,5.179346359E-3
2.054822775E1,-3.068279170E0,-2.199927977E0,9.249783474E0,9.990621326E0,2.064399191E1,-5.418944359E-2,-4.004106824E-2,1.718331140E-1,1.845708591E-1,2.055418110E1,-3.068126550E0,-2.199832590E0,9.249907478E0,9.990668262E0,2.055033347E1,1.633971377E-4,2.682259499E-3,6.994246290E-3,7.492709511E-3
2.104870283E1,-3.075166132E0,-2.197304850E0,9.250937644E0,9.993229840E0,2.114664694E1,-4.265881366E-2,-4.483283934E-2,1.772929958E-1,1.877832906E-1,2.105475852E1,-3.075375984E0,-2.197047307E0,9.250889949E0,9.993193642E0,2.105082175E1,-9.506742555E-4,3.925775373E-3,4.193152518E-3,5.822200774E-3
2.154938742E1,-3.079210546E0,-2.193918632E0,9.248762853E0,9.991718113E0,2.164917990E1,-4.436433883E-2,-4.236445730E-2,1.766762355E-1,1.870225494E-1,2.155524545E1,-3.079191469E0,-2.193899555E0,9.249058549E0,9.991981755E0,2.155131625E1,9.931150705E-4,-1.018579559E-3,-1.226539553E-3,1.878345319E-3
2.205027452E1,-3.070740152E0,-2.203581277E0,9.249945633E0,9.992332547E0,2.215221322E1,-5.089428348E-2,-4.196963772E-2,1.719842726E-1,1.842017063E-1,2.205634543E1,-3.070291833E0,-2.203180654E0,9.249459164E0,9.991656107E0,2.205237348E1,2.376685641E-3,-3.571394566E-3,-6.043572042E-3,7.411359983E-3
2.255185606E1,-3.036296038E0,-2.181127290E0,9.266981721E0,9.992665316E0,2.265592429E1,-3.780073968E-2,-2.823115909E-2,1.723672473E-1,1.787074767E-1,2.255789622E1,-3.034321539E0,-2.179505718E0,9.268116826E0,9.992764476E0,2.255394225E1,1.073540415E-2,-1.285107876E-2,-4.261057815E-3,1.727876562E-2
2.305289694E1,-2.976240719E0,-2.138642115E0,9.299394117E0,9.995525492E0,2.315872783E1,-8.594072811E-2,-5.840909481E-2,1.777198428E-1,2.058683405E-1,2.305884787E1,-2.979531554E0,-2.141103088E0,9.298869486E0,9.996544625E0,2.305491110E1,1.378689866E-2,-1.886494200E-3,-1.915566183E-2,2.367650344E-2
2.355381733E1,-2.898367182E0,-2.130076420E0,9.315981937E0,9.986254419E0,2.366132590E1,-6.265610456E-3,-3.538419306E-2,1.850105524E-1,1.884680437E-1,2.355968825E1,-2.899044425E0,-2.130200423E0,9.316229942E0,9.986708805E0,2.355575506E1,-1.951428669E-2,3.227623920E-3,1.559063332E-2,2.518517001E-2
2.405437333E1,-2.959767454E0,-2.162269418E0,9.301444844E0,9.997625148E0,2.416407248E1,-3.085641707E-2,-3.525627813E-2,1.755053459E-1,1.816514521E-1,2.406034441E1,-2.956543390E0,-2.161439556E0,9.301492535E0,9.996536058E0,2.405638329E1,5.982032847E-3,2.501886043E-3,8.080731116E-3,1.036061611E-2
2.455452998E1,-2.944200383E0,-2.121577545E0,9.307072712E0,9.989545016E0,2.466617819E1,-4.683667516E-2,-3.467481477E-2,1.787793144E-1,1.880373904E-1,2.456061789E1,-2.945001629E0,-2.120757221E0,9.307091793E0,9.989624789E0,2.455654498E1,4.239837429E-3,2.588889751E-4,5.810147548E-3,7.197295288E-3
2.505471748E1,-2.932467856E0,-2.106725880E0,9.320512806E0,9.995480010E0,2.516837546E1,-1.974732429E-2,-3.900715709E-2,1.854005307E-1,1.904858837E-1,2.506067433E1,-2.930989366E0,-2.107412663E0,9.320789432E0,9.995449086E0,2.505670817E1,-1.336885746E-4,-3.859992087E-3,-3.444072124E-3,5.174847278E-3
2.555527731E1,-2.929196097E0,-2.104207671E0,9.322306131E0,9.995662625E0,2.567127306E1,-2.953983110E-2,-3.156486390E-2,1.837002134E-1,1.887186017E-1,2.556120698E1,-2.929453641E0,-2.103311035E0,9.322325205E0,9.995567176E0,2.555729147E1,-9.506742518E-4,9.916296418E-3,9.294538475E-3,1.362443253E-2
2.605579611E1,-2.960215764E0,-2.099171262E0,9.309247492E0,9.991570759E0,2.617325827E1,-4.626376902E-2,-3.572586325E-2,1.813916847E-1,1.905770629E-1,2.606174704E1,-2.961112397E0,-2.099724506E0,9.309180723E0,9.991890480E0,2.605784079E1,-2.344855026E-3,1.774026049E-3,1.727341162E-3,3.410164366E-3
2.655608533E1,-2.978100736E0,-2.132756831E0,9.303839102E0,9.998957832E0,2.667568756E1,-4.947038367E-2,-4.022562876E-2,1.744937599E-1,1.857780727E-1,2.656217429E1,-2.977251797E0,-2.133014374E0,9.303715094E0,9.998644565E0,2.655826804E1,-7.446241007E-3,-2.340610948E-3,-6.837215288E-3,1.037653495E-2
2.705695578E1,-2.966129733E0,-2.151738753E0,9.294834547E0,9.991088755E0,2.717884299E1,-6.835417520E-2,-2.502707451E-2,1.689039109E-1,1.839216650E-1,2.706277602E1,-2.966043885E0,-2.152358765E0,9.294376689E0,9.990770872E0,2.705883840E1,-1.824955046E-3,-3.473780706E-3,-1.103461078E-4,3.925530483E-3
2.755820700E1,-2.954902755E0,-2.144794595E0,9.301540306E0,9.992509506E0,2.768172821E1,-5.465293767E-2,-5.034867086E-2,1.745715894E-1,1.897292073E-1,2.756402652E1,-2.953891656E0,-2.144985368E0,9.302217560E0,9.992881950E0,2.756005560E1,9.549187452E-5,-3.395265219E-3,3.607466119E-5,3.396799374E-3
2.805961081E1,-2.991807786E0,-2.141904412E0,9.294739279E0,9.996541732E0,2.818537375E1,-8.457728795E-2,-3.267628049E-2,1.681653583E-1,1.910514189E-1,2.806562277E1,-2.993333971E0,-2.140712082E0,9.294090643E0,9.996140123E0,2.806153290E1,2.605866027E-3,3.717815368E-3,2.777751318E-3,5.322461014E-3
2.856104048E1,-3.006754820E0,-2.119717517E0,9.287775895E0,9.989822720E0,2.868895740E1,-7.298099444E-2,-3.296739138E-2,1.693757131E-1,1.873531601E-1,2.856712079E1,-3.007489296E0,-2.119908290E0,9.287814049E0,9.990119761E0,2.856305529E1,2.170847675E-3,1.232905671E-3,-2.504008084E-4,2.509050934E-3
2.906244895E1,-3.016455623E0,-2.120576003E0,9.290294138E0,9.995269495E0,2.919236486E1,-8.615449759E-2,-3.787189630E-2,1.675025793E-1,1.921301436E-1,2.906849143E1,-3.017199639E0,-2.120785853E0,9.290475374E0,9.995707027E0,2.906449840E1,3.649910107E-4,-1.457841995E-3,-2.718334186E-3,3.106100846E-3
2.956409179E1,-3.032404275E0,-2.128054303E0,9.283702938E0,9.995560566E0,2.969397460E1,-6.755062938E-2,-3.481454402E-2,1.717065275E-1,1.877718605E-1,2.957013427E1,-3.030506083E0,-2.128159228E0,9.284170337E0,9.995441344E0,2.956616699E1,-5.962934499E-3,-3.221257857E-3,3.146986429E-3,7.472390086E-3
3.006555664E1,-3.013527289E0,-2.147284207E0,9.284427867E0,9.994637412E0,3.019937622E1,-7.772724969E-2,-4.042124748E-2,1.695589489E-1,1.908550229E-1,3.007150756E1,-3.015005779E0,-2.147436825E0,9.283779232E0,9.994513574E0,3.006757080E1,1.676412247E-4,-3.028152151E-3,-6.374610408E-3,7.059282321E-3
3.056744873E1,-3.015606664E0,-2.147551289E0,9.284942897E0,9.995800352E0,3.070331298E1,-7.613241288E-2,-3.739627331E-2,1.702211903E-1,1.901838037E-1,3.057349121E1,-3.015206041E0,-2.147436825E0,9.285143206E0,9.995840972E0,3.056952392E1,-4.689710055E-4,-1.111949352E-3,2.960246845E-3,3.196783782E-3
3.106854736E1,-3.024239135E0,-2.145891565E0,9.284170261E0,9.997334164E0,3.120648681E1,-7.603536498E-2,-3.891550726E-2,1.725719667E-1,1.925535695E-1,3.107452880E1,-3.024344061E0,-2.145948797E0,9.283798260E0,9.997032728E0,3.107056152E1,-3.331603976E-4,-5.623407985E-4,7.214938546E-5,6.575930033E-4
3.156973754E1,-3.026156403E0,-2.149268244E0,9.282501023E0,9.997089667E0,3.170987426E1,-7.286265120E-2,-3.974415362E-2,1.728394032E-1,1.917342509E-1,3.157574951E1,-3.026213635E0,-2.149277783E0,9.282672715E0,9.997268461E0,3.157184326E1,-1.039799967E-4,3.649910088E-4,-3.055738678E-4,4.872429219E-4
3.206976806E1,-3.018053974E0,-2.152176691E0,9.284120239E0,9.996769624E0,3.221378051E1,-6.984136975E-2,-4.058542327E-2,1.738612311E-1,1.917099924E-1,3.207773315E1,-3.018182097E0,-2.152358765E0,9.284475536E0,9.997177471E0,3.207376586E1,-6.366122247E-6,-2.160237482E-3,-4.577241890E-3,5.061403938E-3
3.257135498E1,-3.006640339E0,-2.157366552E0,9.288605758E0,9.998615579E0,3.271710693E1,-6.664339826E-2,-4.850839823E-2,1.747381836E-1,1.932041409E-1,3.257938110E1,-3.006745264E0,-2.157700405E0,9.288519913E0,9.998639422E0,3.257541381E1,6.535885507E-4,3.819673163E-5,1.793124418E-3,1.908908631E-3
3.307288085E1,-3.015091577E0,-2.159837061E0,9.284294258E0,9.997689393E0,3.322073852E1,-5.867666379E-2,-4.975435883E-2,1.735676080E-1,1.898530001E-1,3.308093749E1,-3.015053422E0,-2.159569979E0,9.284237022E0,9.997567040E0,3.307697021E1,-4.137979460E-4,2.119918708E-3,3.537441919E-3,4.144729111E-3
3.357458984E1,-3.026623796E0,-2.159007199E0,9.281480398E0,9.998381972E0,3.372449218E1,-6.130997340E-2,-5.478296858E-2,1.745429761E-1,1.929386872E-1,3.358258544E1,-3.026652412E0,-2.158635192E0,9.281117929E0,9.997973831E0,3.357861816E1,9.315758888E-4,8.318399717E-4,1.336885672E-4,1.256050958E-3
3.407611572E1,-3.029809703E0,-2.160333070E0,9.279610809E0,9.997897908E0,3.422824584E1,-6.486843863E-2,-5.409482218E-2,1.705017705E-1,1.902761621E-1,3.408417236E1,-3.029657085E0,-2.160352147E0,9.279715736E0,9.997953170E0,3.408020507E1,1.341129753E-3,1.485428524E-5,-6.684428359E-4,1.498554467E-3
3.457803832E1,-3.012516145E0,-2.174145025E0,9.281785661E0,9.997684991E0,3.473138916E1,-6.696186747E-2,-5.080712031E-2,1.727462193E-1,1.921106750E-1,3.458597290E1,-3.012105984E0,-2.173582245E0,9.281718892E0,9.997377048E0,3.458203613E1,8.106195624E-4,-5.190511646E-3,-6.361878167E-3,8.250576285E-3
3.507947265E1,-3.012363525E0,-2.163843291E0,9.282567815E0,9.996130102E0,3.523511230E1,-6.665466324E-2,-4.749443039E-2,1.715534604E-1,1.900767077E-1,3.508740722E1,-3.012544759E0,-2.164844848E0,9.282749047E0,9.996569862E0,3.508347045E1,3.607469273E-5,-7.299820176E-4,-5.602187503E-4,9.208801104E-4
3.558057128E1,-3.014004180E0,-2.166266106E0,9.282529660E0,9.997113930E0,3.573859130E1,-6.834864232E-2,-4.660818269E-2,1.694679568E-1,1.885822048E-1,3.558850585E1,-3.014366649E0,-2.165922715E0,9.282129041E0,9.996776832E0,3.558456909E1,5.008016168E-4,1.226539551E-3,2.875365206E-3,3.165900598E-3
3.608179199E1,-3.023170807E0,-2.165235933E0,9.278895397E0,9.996284718E0,3.624161254E1,-7.816849550E-2,-4.410911401E-2,1.716077646E-1,1.936624705E-1,3.608978759E1,-3.023123114E0,-2.165464860E0,9.279067085E0,9.996479250E0,3.608585082E1,5.071677390E-4,-1.540601582E-3,-1.252004042E-3,2.048947650E-3
3.658307373E1,-3.021339388E0,-2.160390302E0,9.281222826E0,9.996843257E0,3.675284301E1,-7.761721006E-2,-4.083694352E-2,1.703928841E-1,1.916398242E-1,3.659109985E1,-3.020995997E0,-2.160485688E0,9.281575761E0,9.997087768E0,3.658716308E1,6.705648767E-4,-3.917287213E-3,-5.443034497E-3,6.739541594E-3
3.708456909E1,-3.005762784E0,-2.168440917E0,9.287194043E0,9.999435940E0,3.725629150E1,-6.741904467E-2,-4.393675178E-2,1.752250940E-1,1.928201216E-1,3.709256469E1,-3.005676936E0,-2.168402762E0,9.287270348E0,9.999472732E0,3.708862792E1,7.278599769E-4,6.090256931E-4,2.249363101E-4,9.753403429E-4
3.758566772E1,-3.009397007E0,-2.158587498E0,9.283969955E0,9.995402366E0,3.775937377E1,-6.611981759E-2,-4.774657396E-2,1.753349598E-1,1.933750597E-1,3.759357177E1,-3.009253927E0,-2.158024719E0,9.283569336E0,9.994865657E0,3.758966552E1,1.372960365E-3,1.839809327E-3,2.879609296E-3,3.682671343E-3
3.808728515E1,-3.022550797E0,-2.156202838E0,9.284723536E0,9.999555747E0,3.826312744E1,-6.030255651E-2,-4.192765175E-2,1.757162942E-1,1.904482668E-1,3.809531127E1,-3.023094499E0,-2.156784695E0,9.284952464E0,1.000005814E1,3.809137451E1,-4.859473315E-4,1.517259132E-3,3.501367236E-4,1.631200726E-3
